lang,rate_15150000,rate_15900000,rate_15990000,rate_16020000,rate_16480000,rate_16610000,rate_17580000,rate_18550000,rate_19800000,rate_20160000,rate_21060000,rate_21250000,rate_21350000,rate_22260000,rate_24310000,rate_24440000,rate_24500000,rate_24870000,rate_26210000,rate_27470000,rate_27510000,rate_28950000,rate_31920000,rate_33880000,rate_34060000,rate_34240000,rate_35880000,rate_37350000,rate_37730000,rate_38090000,rate_38430000,rate_38450000,rate_38680000,rate_39490000,rate_39530000,rate_39730000,rate_40510000,rate_42530000,rate_43170000,rate_43300000,rate_43580000,rate_44090000,rate_48090000,rate_49810000,rate_51180000,rate_54530000,rate_54940000,rate_55010000,rate_56710000,rate_58570000,rate_58890000,rate_58940000,rate_59060000,rate_61790000,rate_62350000,rate_63150000,rate_63550000,rate_63940000,rate_66220000,rate_66730000,rate_67310000,rate_67600000,rate_67720000,rate_68470000,rate_69020000,rate_69330000,rate_69440000,rate_69670000,rate_71100000,rate_71360000,rate_71630000,rate_71880000,rate_73160000,rate_73770000,rate_73960000,rate_75490000,rate_78400000,rate_80330000,rate_80850000,rate_81690000,rate_81800000,rate_82810000,rate_84240000,rate_84940000,rate_86390000,rate_86450000,rate_88250000,rate_88480000,rate_88600000,rate_88810000,rate_89520000,rate_91130000,rate_91990000,rate_92880000,rate_93090000,rate_96010000,rate_97240000,rate_97730000,rate_99660000,rate_99790000
Portuguese,0.511501,0.558326,0.384168,0.277689,0.844270,0.322948,0.742571,0.143492,0.685677,0.300997,0.399286,0.659492,0.423853,0.198246,0.445499,0.402960,0.624179,0.432352,0.266834,0.182862,0.200542,0.472255,0.535641,0.517342,0.312692,0.602047,0.856760,0.598096,0.223158,0.400817,0.133455,0.203119,0.831522,0.288185,0.189503,0.550797,0.499093,0.300502,0.213263,0.304962,0.244046,0.201218,0.245952,0.484171,0.360413,0.325023,0.626647,0.247690,0.601689,0.576969,0.345713,0.345501,0.399595,0.280711,0.336626,0.229378,0.798422,0.692901,0.471994,0.714898,0.426015,0.190559,0.535141,0.595231,0.393066,0.518340,0.524528,0.470115,0.625195,0.271895,0.307305,0.294426,0.333224,0.619121,0.463927,0.346268,0.258593,0.639374,0.505999,0.429248,0.697865,0.207840,0.753872,0.480699,0.423425,0.245970,0.313302,0.321075,0.339346,0.332548,0.233078,0.590245,0.332189,0.213072,0.336164,0.721991,0.278542,0.762288,0.447159,0.395194
PortugueseBrazilian,2.156757,1.164291,0.827302,0.689929,1.495202,0.844720,1.329150,0.911730,1.080300,1.771024,1.161805,2.172769,1.867875,0.937509,2.481903,1.110458,1.134856,0.858592,0.408097,0.891497,1.421702,0.927841,1.897511,0.652428,1.288445,1.331604,1.731129,2.155095,0.539036,0.800227,0.551203,0.439739,2.911030,1.103464,0.995227,1.812707,1.399477,0.922472,0.504271,1.569575,1.552185,0.546548,1.038644,1.326891,1.527767,0.992910,0.679014,0.736617,2.847342,0.749963,1.531992,1.363169,0.638407,0.560909,1.292234,0.466891,1.189495,2.066835,0.495469,2.615189,0.713364,1.313271,0.747158,0.993446,0.970071,1.996838,1.179281,3.071697,2.070069,1.449208,0.774581,1.013144,1.495005,1.993396,0.750679,0.906321,1.373824,1.245200,1.436007,0.984805,2.104478,0.462379,3.985928,1.101021,0.919684,1.553588,1.760846,0.769511,0.781642,0.796191,1.012657,0.947820,1.265210,0.882661,0.970353,1.290686,0.440673,1.374565,1.026191,1.418424
Oscan,0.586989,0.580148,0.945920,0.975025,0.724632,1.018739,1.782235,0.514648,0.674829,1.069446,0.466474,1.760427,1.878322,0.509934,0.733795,0.366664,1.554952,1.887568,0.472875,0.673762,0.573487,2.224410,0.789876,0.780031,1.003702,0.717985,0.919752,0.716742,0.414764,0.536493,0.862390,1.210624,0.727806,2.793758,1.872772,1.389442,0.574217,3.409639,1.966222,0.677852,0.693557,0.810169,1.232825,2.154137,0.808147,1.257996,0.662343,0.672150,0.678169,0.913288,0.447227,0.726697,0.801388,1.430706,0.827940,1.504130,0.771603,0.948481,0.684565,0.885542,2.008783,1.265677,1.007302,0.811464,0.606661,0.929479,0.519117,0.658552,0.859521,0.798326,1.295445,1.053101,1.224158,1.673605,0.491344,0.714533,1.195217,0.550906,1.826470,0.844431,1.146555,0.673729,2.222593,0.848889,1.009882,1.190635,0.674758,1.607971,1.007125,1.012037,0.526413,0.844778,1.331069,0.521513,0.910474,1.104475,1.040291,0.972441,0.751107,1.473737
Umbrian,0.624251,0.539821,0.667390,1.197758,0.714624,0.732643,0.848540,0.264581,0.403757,0.478491,0.441722,1.970206,0.884458,0.664958,0.447173,0.961367,0.850887,0.886520,0.867604,0.934299,0.990105,0.699672,0.514231,0.542821,1.285645,0.384893,0.706811,0.317491,0.549084,0.148420,0.716687,1.028590,0.720821,0.324979,0.341506,0.324950,0.676939,0.624578,0.869875,1.156491,0.374360,1.490690,0.429884,0.673530,0.473931,0.529862,0.778656,1.071373,0.414541,0.789761,0.283494,0.501511,0.365979,0.505947,0.375611,0.848345,0.655119,0.327550,0.719513,0.955558,0.335628,0.474234,0.191250,0.419352,0.597484,0.413774,1.208067,0.409809,0.287265,0.235916,0.545369,0.743282,0.451891,1.517251,0.854706,0.617939,0.895713,0.954130,0.921813,0.445696,0.477893,0.656322,0.509072,1.493324,0.935486,1.258268,2.079169,0.842367,0.598266,0.465777,0.474790,0.760623,0.812956,0.386657,0.469501,1.072114,0.789694,0.524966,0.550163,0.730566
Gaulish,0.744279,0.551619,0.591285,1.122453,0.358910,0.529543,0.441147,0.387793,1.157705,1.250115,0.662969,0.958529,1.051388,0.876112,1.301772,1.049137,0.507478,1.175403,0.313045,1.266293,1.325922,0.407815,0.404865,0.721097,0.863961,0.402287,0.495701,0.727310,0.815181,1.089902,0.705351,0.710633,0.501528,0.460389,0.650891,0.315067,0.445316,1.122484,1.872261,0.553336,0.804131,0.385285,1.145515,0.787608,0.840750,0.622955,1.620408,0.415444,1.369166,0.585592,0.368164,0.572617,0.391965,0.634642,1.255565,0.586711,1.084263,0.341071,0.222217,0.745634,0.668811,0.618970,0.565117,0.802982,1.028513,0.520944,0.775325,1.229442,0.346674,0.706158,1.154544,0.910066,0.866925,0.551097,0.489024,0.762045,0.429587,0.388638,0.387550,2.608398,0.984488,0.876161,0.472923,0.882795,1.069796,1.080727,0.764528,0.837905,2.207091,1.167359,0.223357,1.213021,1.120461,0.495177,0.491638,1.135222,0.928732,0.347871,0.793522,0.832335
OldWelsh,0.849484,0.944298,0.892121,0.776740,1.533542,1.011630,1.397887,1.261801,0.639737,0.532777,0.893751,2.532869,0.556727,1.391583,0.876594,2.275856,1.662840,2.023070,1.080320,2.152987,3.746740,1.411233,1.728383,0.962419,1.601523,1.148320,0.753110,0.565578,1.807775,1.043757,0.536719,0.534578,0.582864,0.512857,1.056315,1.155137,1.070180,0.755528,1.601239,0.952555,0.497731,0.620514,1.662954,1.271280,0.914538,0.480468,0.807476,0.637167,0.869112,1.070532,0.951262,1.531666,2.448573,0.939776,2.960184,0.667967,0.651725,0.817841,1.403435,0.877981,0.809969,0.928000,1.220307,1.848524,0.475411,1.567170,1.170049,1.257266,1.401184,2.142248,1.102071,1.201730,1.245421,0.692622,1.987956,1.481419,0.957529,0.683322,0.592068,1.324603,0.701991,0.794476,0.841926,2.085493,1.954993,0.688825,1.339578,0.988393,1.158758,1.335609,1.640611,0.731800,1.354585,1.468617,1.067195,1.560799,2.055155,0.675821,1.885243,1.240321
MiddleWelsh,0.174633,0.626065,1.517082,1.702429,0.415844,0.856047,0.703507,0.404985,0.270772,0.488247,0.813730,0.393326,0.376179,1.324129,0.621161,1.191445,0.241904,0.230958,0.383197,0.441463,0.247744,0.195142,0.807768,0.281308,0.346765,0.769976,1.178757,0.399965,0.700277,0.484127,0.469560,0.459608,1.081877,0.491535,0.552134,0.753146,0.662729,0.715977,1.231713,0.833693,0.900068,0.614682,0.265605,1.272157,0.533240,0.275456,0.208147,1.115286,0.321597,0.203967,0.441330,0.476190,0.589316,0.632299,0.320586,0.135469,0.337790,0.911469,0.398621,0.679429,0.441407,0.381051,0.390700,0.465894,0.163133,0.932896,0.388219,0.411612,0.667212,0.269406,0.880450,0.505972,0.299490,0.613994,0.305232,0.451589,0.176587,0.178161,0.753811,0.424341,0.317486,0.255101,1.793165,0.896392,1.291625,0.485503,0.684528,1.282079,1.216468,0.803579,0.713661,0.298365,0.635999,0.172521,0.274435,0.325111,0.764197,0.824993,1.985203,0.610535
WelshNorth,0.434796,0.845695,0.927005,0.922221,0.571317,0.571232,0.533892,0.386110,0.483249,0.626137,0.862187,0.360349,0.290509,0.622657,0.554608,0.741102,0.467399,0.420585,0.309749,0.358429,0.353593,0.405616,0.636024,0.411603,0.396861,0.603527,0.509850,0.452941,0.544833,0.479499,0.476257,0.471312,0.691829,0.500369,0.513404,0.556648,0.369848,0.480562,0.530788,0.553778,0.614740,0.376056,0.555760,0.829034,0.653562,0.375939,0.435177,0.514766,0.420845,0.545567,0.322546,0.587528,0.731462,0.572620,0.319697,0.425654,0.458026,0.465624,0.539847,0.578720,0.600737,0.508263,0.322518,0.498577,0.318935,0.545800,0.546133,0.394209,0.606286,0.468588,0.687856,0.478575,0.347780,0.674499,0.356190,0.387185,0.373982,0.356935,0.615346,0.422756,0.401484,0.491461,0.779453,0.556496,0.560547,0.772776,0.480042,0.639107,0.626716,0.677390,0.411225,0.450742,0.464539,0.340646,0.576046,0.469497,0.564546,0.415150,0.463408,0.468810
MiddleCornish,1.580396,1.036795,1.054146,0.976628,1.319903,1.143112,1.137425,2.268368,1.640330,2.493107,0.683640,1.294959,1.122091,1.555439,2.083225,2.528800,2.934920,1.366888,1.652586,2.489324,1.568514,1.007088,1.223351,0.704734,1.184203,2.215162,1.461622,1.910237,0.438433,1.042576,3.215517,0.984371,1.596826,2.514224,1.476437,0.733924,1.991380,0.918118,2.420151,1.538252,1.306170,2.658456,1.912404,0.900544,0.771984,0.620937,1.926099,1.318763,1.093457,1.510465,2.807783,1.997560,1.320515,1.494542,1.568444,2.258744,0.509105,0.700572,1.849765,1.034229,2.378551,1.971318,0.838905,1.156369,1.112537,1.163923,1.156224,0.493858,0.966366,1.242721,1.989103,1.231722,1.790577,1.453593,1.474000,1.752983,0.885923,1.804205,1.256472,1.084210,0.870898,1.690334,0.969663,2.485922,1.120926,2.364374,1.029216,1.473076,0.998744,1.142030,1.128742,1.203532,1.734887,0.913015,2.071978,1.030156,1.078019,1.619714,1.054581,1.049140
LateCornish,0.665247,0.582558,0.283486,0.468730,0.767794,0.560637,0.311542,0.845642,0.669558,0.575269,0.340653,0.775307,0.733823,1.159962,0.461460,0.783147,0.865890,1.432065,0.546150,0.632779,0.626622,0.757252,0.456057,0.675899,0.755597,0.579305,0.469914,0.636532,0.445008,0.649532,0.647017,0.637789,0.455367,1.167510,1.063407,0.770639,0.579947,0.718830,1.113288,0.633841,0.723387,1.023156,0.781223,0.984485,0.476012,0.496787,0.861575,0.674956,0.359321,0.647574,0.729629,0.738462,0.705816,0.415493,1.127084,0.467455,0.599215,0.486875,0.398586,0.387315,0.698541,0.670352,0.524921,0.441048,0.693223,0.878522,0.642185,0.443055,0.450867,0.355341,0.641803,0.594868,0.505443,0.748357,0.723618,0.842862,0.491389,0.339131,0.543035,0.606965,0.618598,1.040064,0.514750,0.637668,0.752830,0.363852,0.738066,0.572080,0.734865,0.545682,0.705774,0.556162,0.649113,0.792282,0.642234,0.686589,0.434210,0.709821,0.503616,0.420960
OldBreton,0.780245,0.311027,0.312552,0.317516,0.490053,0.512048,0.377267,0.566924,0.322635,0.463774,0.521414,0.377934,0.867478,0.292752,0.505904,0.834440,0.416398,1.064802,0.744583,0.968284,0.803558,0.272011,0.551762,0.546935,2.201401,0.504301,0.549264,0.330965,0.451935,0.509466,0.255268,0.258058,0.487458,0.311621,1.109830,0.762207,0.554749,1.292475,0.458472,0.399769,0.360858,0.909485,0.447886,0.427522,0.241572,0.327852,0.907703,0.990281,0.678465,0.712418,0.463336,0.526592,0.353112,0.245453,0.537115,0.728484,0.612899,0.663555,0.438942,0.494111,1.437959,0.501678,0.364655,0.362636,0.869126,0.894074,0.445891,0.411604,0.584501,0.666391,0.771226,0.353810,0.669205,0.628997,0.770524,0.961022,0.842297,0.244839,1.366493,0.720530,0.218405,0.377999,0.376842,1.753487,1.323377,1.055775,0.415606,0.896546,0.780485,0.266323,0.577816,0.526626,0.446968,0.433749,0.389359,0.762145,1.048114,0.292860,0.194810,0.256778
MiddleBreton,0.795361,0.528112,0.605194,0.596419,0.662225,1.050252,0.472669,0.768775,0.829426,1.008321,0.856300,0.747414,0.765792,0.361248,0.945991,1.068164,1.151052,0.717747,0.604912,0.809508,0.568426,0.588988,1.344875,0.580202,0.814293,0.725335,0.790011,1.740206,0.810552,0.550951,0.655951,0.714415,0.777735,0.695373,0.695300,0.726236,0.696622,0.883900,0.731477,1.289370,0.491664,0.922175,0.964940,0.894139,0.695969,0.749120,0.993480,0.765627,0.489444,0.311392,1.064819,1.611883,0.571669,0.990909,0.503628,0.435986,0.361675,0.580714,0.485571,0.668142,0.672903,0.532450,0.528508,1.207671,0.986082,0.511092,0.575152,0.334615,0.816374,0.469875,1.251510,0.628307,0.858367,1.367771,0.548824,0.469721,0.552865,1.907806,0.362613,0.607476,0.659958,0.404779,0.490077,0.425633,0.458953,0.634189,0.363976,1.180888,0.395074,0.529743,0.427663,0.756937,1.542705,0.397641,0.590709,0.256816,0.467632,0.489412,0.464307,0.863816
BretonGwened,0.901774,1.083981,0.881370,0.888190,0.812210,1.270869,1.185389,0.716480,1.458344,0.804562,0.898455,1.200444,1.478373,0.991476,1.232513,1.086433,1.106400,1.209863,1.421564,1.653821,3.151433,0.468608,1.528872,2.198240,1.501837,1.668844,1.371861,0.699011,1.196428,0.688828,0.945849,0.963380,0.932721,0.874686,0.908956,1.201621,0.900093,1.329896,1.507791,1.628819,1.238575,1.315104,0.958504,1.026130,1.611920,1.285304,1.106188,1.859901,1.883201,1.617351,0.976073,0.958870,0.984512,1.278438,1.492388,1.752375,1.044232,0.847846,0.787318,1.236444,1.527245,2.501233,1.887816,1.688236,0.758760,1.188514,0.836280,0.678516,0.862303,0.649775,1.029311,1.620522,1.164701,0.991398,1.757620,1.770933,0.692192,1.221281,0.832479,0.820669,0.842870,0.706933,1.256370,0.762244,0.897833,1.810898,0.855652,0.952891,0.703721,0.887123,0.728114,0.893197,1.101443,0.943947,1.056076,1.219764,1.588027,1.981592,1.485341,1.884986
BretonTreger,0.575603,0.512032,0.568179,0.572576,0.676574,0.413362,0.670468,0.508985,1.044094,0.454173,0.456662,0.612149,1.162346,0.699361,0.754520,0.617128,0.628470,0.782380,0.448861,1.115173,1.532071,0.358601,0.705735,1.864480,0.672964,0.888646,0.488163,0.392776,0.845821,0.575598,0.794332,0.809056,0.509528,0.682170,0.499693,0.560683,0.514368,0.420446,1.144766,0.631234,0.840898,0.430706,0.597811,0.606738,0.951335,0.434876,0.609593,0.967083,1.094153,0.833753,0.495594,0.462120,0.514430,0.910222,1.475259,0.623105,0.417857,0.587876,0.705585,0.777644,0.678502,1.226988,1.508899,0.656537,0.651566,0.919540,0.502941,0.285598,0.521749,0.406786,0.674697,0.757429,0.751243,0.506496,0.703853,0.667832,0.280983,0.514947,0.443810,0.888559,0.469400,0.717574,0.853523,0.483992,0.701936,0.770452,0.414659,0.402757,0.640318,0.624886,0.289988,0.575125,0.467588,0.474334,0.912669,0.746723,1.269603,1.009018,0.862323,1.168733
OldIrish,0.581847,0.875593,1.085405,0.737764,1.962705,0.778767,1.197075,1.112728,0.495405,0.919463,0.239309,1.089406,1.495510,0.382131,0.604798,0.200834,2.084779,0.675228,0.388389,3.168634,0.896703,0.777891,1.420918,0.385495,0.902307,0.905415,0.445756,0.479212,1.007626,0.419068,1.619921,0.722609,0.855796,0.573136,0.567589,0.413915,2.912333,0.966360,1.421744,1.020296,0.554159,1.005987,0.577100,0.651775,1.843524,1.050945,1.228267,0.357286,0.729174,0.356052,0.775507,0.731057,0.243887,1.015500,1.512966,0.733912,0.966714,0.320731,0.863441,0.494248,0.436211,0.972283,0.655266,0.731341,0.740360,2.404710,0.481617,0.508701,0.306681,0.554168,1.349264,0.286292,1.830681,1.112156,0.817159,0.672116,0.713100,0.576039,0.523696,0.540132,1.121003,0.338214,0.507145,1.519669,0.674316,0.690538,1.016958,2.103885,0.624203,0.636617,0.534124,1.306991,0.883078,0.448104,0.729012,0.687614,0.609645,1.174834,0.303522,0.208251
GaelicScottish,1.178053,0.928420,1.056029,1.072962,0.865590,0.923636,0.879077,0.598727,0.876648,0.892862,1.216298,0.670427,1.280381,1.006656,1.361891,1.375089,1.206247,0.897883,0.573189,1.433536,1.056643,0.811821,0.810710,1.010198,1.270662,0.596701,0.816182,0.514200,0.964395,0.827046,1.046711,1.021456,0.496449,0.994633,0.839207,0.784238,0.671817,1.157822,0.873060,0.730762,1.009947,1.048148,0.712429,0.703790,0.680017,0.533135,0.886569,0.829301,0.910812,0.680562,0.640548,0.784636,0.449984,1.104966,1.096623,1.026450,0.949736,0.801045,1.109538,0.599876,0.950603,0.844536,0.932843,0.834739,1.072128,1.242571,0.809585,0.764848,0.845285,0.913980,1.491150,0.481018,0.830378,0.955394,0.598059,1.068069,0.740633,0.794454,0.721505,0.726592,0.620202,0.920487,1.486814,1.037246,0.815123,0.860274,0.795324,1.139560,0.691197,1.143050,0.570858,1.760149,0.866425,0.896218,1.439276,1.276166,1.099065,0.834519,0.261715,0.748334
GaelicManx,1.821827,1.365216,1.431575,1.472685,1.297918,1.180357,0.893603,0.991174,1.530530,1.307399,1.786250,1.211514,2.147828,1.263631,1.550099,1.845931,1.456051,1.687238,0.851501,1.464105,2.086531,0.768589,0.989000,1.208009,1.704462,1.379436,0.984958,0.664123,1.098331,1.053661,2.363566,2.256589,0.995608,1.438481,0.901251,1.120673,0.849268,1.141041,1.553030,1.551913,1.110962,1.185312,1.290783,1.208508,0.689535,0.741357,1.078050,1.102874,2.102374,1.323369,1.136333,1.061945,0.626067,1.295855,1.633597,1.517069,1.442322,1.319075,1.591680,0.638194,1.692473,1.203071,1.040731,1.666307,2.049481,2.015891,1.568905,1.869122,2.322035,2.078241,1.008440,0.694438,1.227875,1.100693,0.855349,0.905154,0.708923,1.743394,0.925045,1.186908,0.770646,0.992817,2.161438,1.408615,1.537567,1.105106,1.776552,0.949818,1.155619,2.585043,0.783129,4.486271,1.801826,0.684632,1.718609,2.503016,1.698791,1.487540,0.265830,0.949475
GaelicIrish,0.376888,0.285576,0.311596,0.312102,0.477104,0.312055,0.539081,0.355802,0.427306,0.423504,0.334301,0.246239,0.395896,0.471254,0.411098,0.651976,0.433853,0.422013,0.436618,0.665281,0.393161,0.326503,0.353001,0.285114,0.630294,0.387008,0.374365,0.272597,0.333959,0.441031,0.683438,0.368739,0.527030,0.459954,0.413082,0.413206,0.251300,0.301780,0.413149,0.390010,0.391279,0.404071,0.451104,0.376627,0.288387,0.284294,0.412788,0.418302,0.501415,0.415869,0.397298,0.266263,0.291960,0.658530,0.482207,0.536337,0.391911,0.270892,0.453010,0.333963,0.410676,0.267572,0.302563,0.406673,0.755149,0.311611,0.388413,0.502645,0.436634,0.346724,0.279692,0.254234,0.380096,0.332017,0.338745,0.311262,0.283518,0.590178,0.329177,0.305308,0.437966,0.628191,0.451235,0.371882,0.247825,0.381559,0.325609,0.453800,0.334406,0.521202,0.311281,0.456799,0.502288,0.461867,0.455261,0.413436,0.238859,0.414042,0.206234,0.160281
