ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
Opata-98_burn-1,3109,Opata,98_burn,tha,tha,tʰ a,,Miller1984,98_burn-5,false,^th a$,default,
Opata-99_pathroad-1,3141,Opata,99_pathroad,donönăi,donönăi,d o n ö/ø n ă i,,Miller1984,,false,^d o n ö n ă i$,default,
Opata-99_pathroad-2,5393,Opata,99_pathroad,gui'nonăi,gui'nonăi,g ui n o n ă i,,Miller1984,,false,^g ui 'n o n ă i$,default,
Opata-99_pathroad-3,5394,Opata,99_pathroad,pi'nonăi,pi'nonăi,p i n o n ă i,,Miller1984,,false,^p i 'n o n ă i$,default,
Opata-99_pathroad-4,5395,Opata,99_pathroad,bowé,bowé,b o w é/e,,Lionnet1986,99_pathroad-1,false,^b o w é$,default,
Opata-100_mountain-1,3173,Opata,100_mountain,cägui,cägui,ts ä/æ g ui,,Miller1984,100_mountain-2,false,^c ä g ui$,default,
Opata-101_red-1,3205,Opata,101_red,setta-,setta-,s e tː a,,Miller1984,101_red-2,false,^s e tt a -$,default,
Opata-101_red-2,5405,Opata,101_red,setaí,setaí,s e t aí/ai,,Barbastro1860,101_red-2,false,^s e t aí$,default,
Opata-102_green-1,3237,Opata,102_green,sidŏi,sidŏi,s i d ŏ i,,Miller1984,102_green-6,false,^s i d ŏ i$,default,JHH: Not 5. Goes with (6). /d/ is from *y
Opata-103_yellow-1,3269,Opata,103_yellow,saguăi,saguăi,s a g u ă i,,Miller1984,103_yellow-2,false,^s a g u ă i$,default,"JHH: Note that this etymon appears in ""green"" in the north...""Yellow/Green"" terms are attested (see work of MacLaury)"
Opata-104_white-1,3301,Opata,104_white,tossăi,tossăi,t o sː ă i,,Miller1984,104_white-1,false,^t o ss ă i$,default,
Opata-105_black-1,3333,Opata,105_black,sovái,sovái,s o v ái/ai,,Miller1984,105_black-2,false,^s o v ái$,default,
Opata-106_night-1,3365,Opata,106_night,docco,docco,d o tsː o,,Miller1984,106_night-1,false,^d o cc o$,default,JHH: Sometimes /d/ from *y under Tepiman influence in which case would be (3)
Opata-107_name-1,3397,Opata,107_name,tegua,tegua,t e g u a,,Barbastro1860,107_name-2,false,^t e g ua$,default,
Opata-108_year-1,3429,Opata,108_year,veta,veta,v e t a,,Barbastro1860,108_year-3,false,^v e t a$,default,
Opata-109_three-1,3712,Opata,109_three,vaide,vaide,v ai d e,,Miller1984,109_three-1,false,^v ai d e$,default,
Opata-110_four-1,3747,Opata,110_four,nago,nago,n a g o,,Miller1984,110_four-3,false,^n a g o$,default,
Opata-111_five-1,3781,Opata,111_five,mariki,mariki,m a r i k i,,Miller1984,111_five-1,false,^m a r i k i$,default,
Opata-112_six-1,3815,Opata,112_six,bussani,bussani,b u sː a n i,,Miller1984,112_six-5,false,^b u ss a n i$,default,
Opata-113_i-1,4087,Opata,113_i,ne,ne,n e,,Miller1984,113_i-1,false,^n e$,default,
Opata-114_yousing-1,4122,Opata,114_yousing,ma,ma,m a,,Shaul1990,114_yousing-3,false,^m a$,default,
Opata-115_we-1,4157,Opata,115_we,tɑmido,tɑmido,t ɑ m i d o,,Miller1984,115_we-1,false,^t ɑ m i d o$,default,JHH:  Also /ta/ (Shaul 1990:568)
Opata-117_who-1,4227,Opata,117_who,haue,haue,h a u/w e,,Shaul1990,117_who-4,false,^h aue$,default,
Opata-118_this-1,4262,Opata,118_this,iti,iti,i t i,,Miller1984,118_this-3,false,^i t i$,default,
Opata-119_that-1,4297,Opata,119_that,ve-,ve-,v e,,Miller1984,119_that-13,false,^v e -$,default,
Opata-120_all-1,4332,Opata,120_all,së,së,s ë/ə,,Miller1984,120_all-12,false,^s ë$,default,"JHH:  MIGHT be 2, but that would predict Opata su"
Eudeve-1_nonot-1,21,Eudeve,1_nonot,ca,ca,ts a,,Miller1984,1_nonot-1,false,^c a$,default,
Eudeve-2_many-1,53,Eudeve,2_many,múi,múi,m úi/ui,,Miller1984,2_many-7,false,^m úi$,default,(=mucho)
Eudeve-3_one-1,85,Eudeve,3_one,sei,sei,s ei,,Miller1984,3_one-1,false,^s ei$,default,
Eudeve-4_two-1,117,Eudeve,4_two,godúm,godúm,g o d ú/u m,,Miller1984,4_two-1,false,^g o d ú m$,default,
Eudeve-4_two-2,5014,Eudeve,4_two,goc,goc,g o ts,,Miller1984,,false,^g o c$,default,= acc
Eudeve-5_big-1,149,Eudeve,5_big,huei,huei,h u ei,,Miller1984,5_big-5,false,^h uei$,default,
Eudeve-6_old-1,181,Eudeve,6_old,dotzi,dotzi,d o t z i,,Miller1984,6_old-7,false,^d o t z i$,default,
Eudeve-7_small-1,213,Eudeve,7_small,chúpi,chúpi,ch/tʃ ú/u p i,,Miller1984,7_small-6,false,^ch ú p i$,default,
Eudeve-8_short-1,245,Eudeve,8_short,chúpica,chúpica,ch/tʃ ú/u p i ts a,,Miller1984,8_short-15,false,^ch ú p i c a$,default,maybe connected to 4: JHH Not (1)
Eudeve-9_long-1,277,Eudeve,9_long,tevéi,tevéi,t e v é/e i,,Miller1984,9_long-5,false,^t e v é i$,default,
Eudeve-10_new-1,309,Eudeve,10_new,hubári,hubári,h u b á/a r i,,Miller1984,10_new-11,false,^h u b á r i$,default,
Eudeve-11_good-1,341,Eudeve,11_good,déni,déni,d é/e n i,,Miller1984,11_good-16,false,^d é n i$,default,
Eudeve-12_round-1,373,Eudeve,12_round,tacore,tacore,t a ts o r e,,Miller1984,,false,^t a c o r e$,default,
Eudeve-12_round-2,5055,Eudeve,12_round,tacóris,tacóris,t a ts ó/o r i s,,Miller1984,,false,^t a c ó r i s$,default,
Eudeve-12_round-3,5056,Eudeve,12_round,capóris,capóris,ts a p ó/o r i s,,Miller1984,12_round-3,false,^c a p ó r i s$,default,"= pelota, JHH: See Opata (for caporis form)"
Eudeve-12_round-4,5057,Eudeve,12_round,bola,bola,b o l a,,Miller1984,12_round-6,false,^b o l a$,default,
Eudeve-13_heavy-1,405,Eudeve,13_heavy,beté(e)n,betén,b e t é/e n,,Miller1984,13_heavy-2,false,^b e t é n$,default,
Eudeve-14_dry-1,437,Eudeve,14_dry,huáqui,huáqui,h u á/a q ui,,Miller1984,14_dry-2,false,^h uá q ui$,default,
Eudeve-16_dirty-1,501,Eudeve,16_dirty,isnaritéri,isnaritéri,i s n a r i t é/e r i,,Miller1984,16_dirty-12,false,^i s n a r i t é r i$,default,
Eudeve-17_full-1,533,Eudeve,17_full,bóde,bóde,b ó/o d e,,Miller1984,17_full-4,false,^b ó d e$,default,
Eudeve-17_full-2,5077,Eudeve,17_full,bodáhri,bodáhri,b o d á/a h r i,,Miller1984,17_full-4,false,^b o d á h r i$,default,
Eudeve-17_full-3,5078,Eudeve,17_full,bodávi,bodávi,b o d á/a v i,,Miller1984,17_full-4,false,^b o d á v i$,default,
Eudeve-18_cold-1,565,Eudeve,18_cold,utéen,utéen,u t é/e e n,,Miller1984,18_cold-4,false,^u t é e n$,default,
Eudeve-19_hot-1,597,Eudeve,19_hot,suká,suká,s u k á/a,,Miller1984,19_hot-4,false,^s u k á$,default,
Eudeve-20_woman-1,629,Eudeve,20_woman,húhugua,húhugua,h ú/u h u g u a,,Miller1984,,false,^h ú h u g ua$,default,= wife of someone
Eudeve-20_woman-2,5085,Eudeve,20_woman,hokís,hokís,h o k í/i s,,Lionnet1986,20_woman-6,false,^h o k í s$,default,= woman
Eudeve-21_man-1,661,Eudeve,21_man,dor,dor,d o r,,Lionnet1986,21_man-6,false,^d o r$,default,"=sg. JHH: *yori (see ""person"")"
Eudeve-21_man-2,5086,Eudeve,21_man,dodórte,dodórte,d o d ó/o r t e,,Lionnet1986,21_man-6,false,^d o d ó r t e$,default,"=pl., JHH: *yori (see ""person"")"
Eudeve-21_man-3,5087,Eudeve,21_man,dori,dori,d o r i,,Lionnet1986,21_man-6,false,^d o r i$,default,"=obj., JHH: *yori (see ""person"")"
Eudeve-22_person-1,693,Eudeve,22_person,dóhme,dóhme,d óh/oː m e,,Miller1984,22_person-6,false,^d óh m e$,default,JHH: d from *y
Eudeve-23_fish-1,725,Eudeve,23_fish,cuchút,cuchút,ts u ch/tʃ ú/u t,,Miller1984,23_fish-2,false,^c u ch ú t$,default,JHH ditto
Eudeve-24_bird-1,757,Eudeve,24_bird,viquítz,viquítz,v i q uí/ui t z,,Miller1984,24_bird-4,false,^v i q uí t z$,default,
Eudeve-25_dog-1,789,Eudeve,25_dog,chutzi,chutzi,ch/tʃ u t z i,,Miller1984,25_dog-7,false,^ch u t z i$,default,
Eudeve-26_louse-1,821,Eudeve,26_louse,viátzi,viátzi,v i á/a t z i,,Miller1984,26_louse-2,false,^v iá t z i$,default,"""de la ropa"""
Eudeve-27_snake-1,853,Eudeve,27_snake,vacotz,vacotz,v a ts o t z,,Miller1984,27_snake-1,false,^v a c o t z$,default,
Eudeve-28_tree-1,885,Eudeve,28_tree,cut,cut,ts u t,,Miller1984,28_tree-4,false,^c u t$,default,
Eudeve-29_bark-1,916,Eudeve,29_bark,beguát,beguát,b e g u á/a t,,Miller1984,29_bark-12,false,^b e g uá t$,default,
Eudeve-30_leaf-1,948,Eudeve,30_leaf,ságua,ságua,s á/a g u a,,Miller1984,30_leaf-3,false,^s á g ua$,default,
Eudeve-31_root-1,980,Eudeve,31_root,náva,náva,n á/a v a,,Miller1984,31_root-2,false,^n á v a$,default,
Eudeve-32_seed-1,1012,Eudeve,32_seed,suvátzi,suvátzi,s u v á/a t z i,,Miller1984,32_seed-4,false,^s u v á t z i$,default,JHH: -vatzi is in (4)
Eudeve-33_blood-1,1044,Eudeve,33_blood,erát,erát,e r á/a t,,Miller1984,33_blood-5,false,^e r á t$,default,
Eudeve-34_meat-1,1076,Eudeve,34_meat,sáta,sáta,s á/a t a,,Miller1984,34_meat-3,false,^s á t a$,default,(=acc. form)
Eudeve-34_meat-2,5112,Eudeve,34_meat,sába,sába,s á/a b a,,Miller1984,34_meat-3,false,^s á b a$,default,
Eudeve-34_meat-3,5113,Eudeve,34_meat,sáabaʔa,sáabaʔa,s á/a a b a ʔ a,,Lionnet1986,34_meat-3,false,^s áa b a ʔ a$,default,
Eudeve-35_skin-1,1108,Eudeve,35_skin,beguát,beguát,b e g u á/a t,,Miller1984,35_skin-7,false,^b e g uá t$,default,(=#29)
Eudeve-36_bone-1,1140,Eudeve,36_bone,hógua,hógua,h ó/o g u a,,Miller1984,36_bone-1,false,^h ó g ua$,default,
Eudeve-37_greasefat-1,1172,Eudeve,37_greasefat,túspegua,túspegua,t ú/u s p e g u a,,Miller1984,37_greasefat-3,false,^t ú s p e g ua$,default,
Eudeve-38_egg-1,1204,Eudeve,38_egg,ácavora,ácavora,á/a ts a v o r a,,Miller1984,38_egg-9,false,^á c a v o r a$,default,
Eudeve-39_horn-1,1236,Eudeve,39_horn,húsigwa,húsigwa,h ú/u s i g w a,,Miller1984,39_horn-3,false,^h ú s i gw a$,default,
Eudeve-40_tail-1,1268,Eudeve,40_tail,basít,basít,b a s í/i t,,Miller1984,40_tail-1,false,^b a s í t$,default,
Eudeve-41_feather-1,1300,Eudeve,41_feather,húnsa,húnsa,h ú/u n s a,,Miller1984,41_feather-7,false,^h ú ns a$,default,
Eudeve-42_hair-1,1332,Eudeve,42_hair,mo,mo,m o,,Miller1984,42_hair-1,false,^m o$,default,
Eudeve-43_head-1,1364,Eudeve,43_head,zonít,zonít,z o n í/i t,,Miller1984,43_head-10,false,^z o n í t$,default,JHH: See comment on Opata
Eudeve-44_ear-1,1396,Eudeve,44_ear,nakát,nakát,n a k á/a t,,Lionnet1986,44_ear-1,false,^n a k á t$,default,= ear
Eudeve-44_ear-2,5137,Eudeve,44_ear,quéisiven,quéisiven,q u é/e i s i v e n,,Lionnet1986,,false,^q u é i s i v e n$,default,= hearing
Eudeve-45_eye-1,1428,Eudeve,45_eye,vusít,vusít,v u s í/i t,,Miller1984,45_eye-1,false,^v u s í t$,default,
Eudeve-46_nose-1,1460,Eudeve,46_nose,dacát,dacát,d a ts á/a t,,Miller1984,46_nose-2,false,^d a c á t$,default,
Eudeve-47_mouth-1,1492,Eudeve,47_mouth,tenít,tenít,t e n í/i t,,Miller1984,47_mouth-4,false,^t e n í t$,default,
Eudeve-48_tooth-1,1523,Eudeve,48_tooth,tamít,tamít,t a m í/i t,,Miller1984,48_tooth-1,false,^t a m í t$,default,
Eudeve-49_tongue-1,1555,Eudeve,49_tongue,nenét,nenét,n e n é/e t,,Miller1984,49_tongue-2,false,^n e n é t$,default,
Eudeve-50_clawnail-1,1587,Eudeve,50_clawnail,sutút,sutút,s u t ú/u t,,Miller1984,50_clawnail-5,false,^s u t ú t$,default,
Eudeve-51_foot-1,1619,Eudeve,51_foot,tari,tari,t a r i,,Miller1984,51_foot-4,false,^t a r i$,default,
Eudeve-52_knee-1,1651,Eudeve,52_knee,tonót,tonót,t o n ó/o t,,Miller1984,52_knee-1,false,^t o n ó t$,default,
Eudeve-53_hand-1,1683,Eudeve,53_hand,mamát,mamát,m a m á/a t,,Miller1984,53_hand-1,false,^m a m á t$,default,
Eudeve-54_arm-1,1715,Eudeve,54_arm,mamát,mamát,m a m á/a t,,Miller1984,54_arm-2,false,^m a m á t$,default,
Eudeve-54_arm-2,5155,Eudeve,54_arm,nocát,nocát,n o ts á/a t,,Miller1984,54_arm-2,false,^n o c á t$,default,"""coda pa'rriba"""
Eudeve-55_rope-1,3462,Eudeve,55_rope,tegómi,tegómi,t e g ó/o m i,,Miller1984,55_rope-19,false,^t e g ó m i$,default,JHH: Maybe (1)??
Eudeve-56_belly-1,1766,Eudeve,56_belly,siguát,siguát,s i g u á/a t,,Miller1984,56_belly-6,false,^s i g uá t$,default,
Eudeve-56_belly-2,5160,Eudeve,56_belly,bóa,bóa,b ó/o a,,Miller1984,,false,^b ó a$,default,=barriga
Eudeve-56_belly-3,5161,Eudeve,56_belly,panza,panza,p a n z a,,Miller1984,,false,^p a n z a$,default,
Eudeve-57_navelbellybutton-1,1798,Eudeve,57_navelbellybutton,siicát,siicát,s iː ts á/a t,,Miller1984,57_navelbellybutton-2,false,^s ii c á t$,default,
Eudeve-58_neck-1,1830,Eudeve,58_neck,cutát,cutát,ts u t á/a t,,Miller1984,58_neck-1,false,^c u t á t$,default,
Eudeve-59_breast-1,1862,Eudeve,59_breast,viít,viít,v íː/iː t,,Miller1984,59_breast-1,false,^v ií t$,default,
Eudeve-60_heart-1,1894,Eudeve,60_heart,híbes,híbes,h í/i b e s,,Miller1984,60_heart-3,false,^h í b e s$,default,
Eudeve-61_liver-1,1926,Eudeve,61_liver,hemát,hemát,h e m á/a t,,Miller1984,61_liver-2,false,^h e m á t$,default,
Eudeve-62_drink-1,1958,Eudeve,62_drink,(ba-)hi,hi,h i,,Miller1984,62_drink-2,false,^h i$,default,
Eudeve-62_drink-2,5181,Eudeve,62_drink,hián,hián,h i á/a n,,Miller1984,62_drink-2,false,^h iá n$,default,=drink wate
Eudeve-62_drink-3,5182,Eudeve,62_drink,hiáhí-,hiáhí-,h i á/a h í/i,,Lionnet1986,62_drink-2,false,^h iá h í -$,default,drink
Eudeve-63_eat-1,5193,Eudeve,63_eat,hibaan,hibaan,h i b aː n,,Miller1984,,false,^h i b aa n$,default,
Eudeve-63_eat-2,1990,Eudeve,63_eat,ba(-de-),ba,b a,,Miller1984,63_eat-2,false,^b a$,default,
Eudeve-64_bite-1,2022,Eudeve,64_bite,nequén,nequén,n e q u é/e n,,Miller1984,64_bite-1,false,^n e q u é n$,default,
Eudeve-64_bite-2,5199,Eudeve,64_bite,quéen,quéen,q u é/e e n,,Miller1984,64_bite-1,false,^q u é e n$,default,
Eudeve-65_vomit-1,2054,Eudeve,65_vomit,dódan,dódan,d ó/o d a n,,Miller1984,65_vomit-1,false,^d ó d a n$,default,
Eudeve-66_see-1,2086,Eudeve,66_see,vitzán,vitzán,v i t z á/a n,,Miller1984,66_see-4,false,^v i t z á n$,default,
Eudeve-67_hear-1,2118,Eudeve,67_hear,quen,quen,q u e n,,Miller1984,67_hear-3,false,^q u e n$,default,
Eudeve-68_know-1,2150,Eudeve,68_know,dedécan,dedécan,d e d é/e ts a n,,Miller1984,68_know-10,false,^d e d é c a n$,default,
Eudeve-69_sleep-1,2182,Eudeve,69_sleep,cotzón,cotzón,ts o t z ó/o n,,Miller1984,69_sleep-3,false,^c o t z ó n$,default,
Eudeve-70_die-1,2214,Eudeve,70_die,mucúni,mucúni,m u ts ú/u n i,,Miller1984,70_die-2,false,^m u c ú n i$,default,
Eudeve-71_kill-1,2246,Eudeve,71_kill,méan,méan,m é/e a n,,Miller1984,71_kill-3,false,^m é a n$,default,
Eudeve-72_fly-1,2278,Eudeve,72_fly,méen,méen,m é/e e n,,Miller1984,72_fly-6,false,^m é e n$,default,
Eudeve-73_walk-1,2310,Eudeve,73_walk,dión,dión,d i ó/o n,,Miller1984,73_walk-11,false,^d i ó n$,default,
Eudeve-73_walk-2,5260,Eudeve,73_walk,vácon,vácon,v á/a ts o n,,Miller1984,73_walk-16,false,^v á c o n$,default,
Eudeve-74_come-1,2342,Eudeve,74_come,huerén,huerén,h u e r é/e n,,Miller1984,74_come-10,false,^h u e r é n$,default,
Eudeve-75_lie-1,2374,Eudeve,75_lie,voí,voí,v oí/oi,,Miller1984,75_lie-2,false,^v oí$,default,
Eudeve-76_sitsitdown-1,2406,Eudeve,76_sitsitdown,catzí,catzí,ts a t z í/i,,Miller1984,76_sitsitdown-1,false,^c a t z í$,default,
Eudeve-76_sitsitdown-2,5282,Eudeve,76_sitsitdown,dási,dási,d á/a s i,,Miller1984,76_sitsitdown-1,false,^d á s i$,default,(pret.)
Eudeve-77_standup-1,2438,Eudeve,77_standup,hueri,hueri,h u e r i,,Miller1984,77_standup-1,false,^h u e r i$,default,
Eudeve-78_throw-1,2470,Eudeve,78_throw,torán,torán,t o r á/a n,,Miller1984,,false,^t o r á n$,default,
Eudeve-78_throw-2,5296,Eudeve,78_throw,híserani,híserani,h í/i s e r a n i,,Miller1984,78_throw-13,false,^h í s e r a n i$,default,
Eudeve-79_give-1,2502,Eudeve,79_give,macán,macán,m a ts á/a n,,Miller1984,79_give-3,false,^m a c á n$,default,
Eudeve-80_say-1,2534,Eudeve,80_say,águan,águan,á/a g u a n,,Miller1984,80_say-6,false,^á g ua n$,default,"HH: Not a new set, just doesn't have hi- ""something, in a certain way"""
Eudeve-80_say-2,5315,Eudeve,80_say,teén,teén,t e é/e n,,Miller1984,,false,^t e é n$,default,
Eudeve-81_sing-1,2566,Eudeve,81_sing,bíquen,bíquen,b í/i qu/k e n,,Miller1984,81_sing-6,false,^b í que n$,default,
Eudeve-82_sun-1,2598,Eudeve,82_sun,távi,távi,t á/a v i,,Miller1984,82_sun-1,false,^t á v i$,default,
Eudeve-83_moon-1,2630,Eudeve,83_moon,metzát,metzát,m e t z á/a t,,Miller1984,83_moon-1,false,^m e t z á t$,default,
Eudeve-84_star-1,2662,Eudeve,84_star,síbora,síbora,s í/i b o r a,,Miller1984,84_star-8,false,^s í b o r a$,default,
Eudeve-84_star-2,5330,Eudeve,84_star,sarín,sarín,s a r í/i n,,Miller1984,,false,^s a r í n$,default,
Eudeve-85_sky-1,2694,Eudeve,85_sky,tevíka,tevíka,t e v í/i k a,,Miller1984,85_sky-3,false,^t e v í k a$,default,
Eudeve-86_water-1,2726,Eudeve,86_water,ba-,ba-,b a,,Miller1984,86_water-1,false,^b a -$,default,
Eudeve-86_water-2,5338,Eudeve,86_water,bat,bat,b a t,,Miller1984,86_water-1,false,^b a t$,default,
Eudeve-87_wind-1,2758,Eudeve,87_wind,ráhéca,ráhéca,r á/a h é/e ts a,,Miller1984,87_wind-1,false,^r á h é c a$,default,
Eudeve-88_rain-1,2790,Eudeve,88_rain,ducan,ducan,d u ts a n,,Miller1984,88_rain-3,false,^d u c a n$,default,verb
Eudeve-88_rain-2,5352,Eudeve,88_rain,dúqui,dúqui,d ú/u q ui,,Miller1984,88_rain-3,false,^d ú q ui$,default,
Eudeve-89_snow-1,2822,Eudeve,89_snow,sutéhri,sutéhri,s u t é/e h r i,,Stubbs2011,89_snow-6,false,^s u t éh r i$,default,
Eudeve-89_snow-2,5358,Eudeve,89_snow,sutéwa,sutéwa,s u t é/e w a,,Stubbs2011,89_snow-6,false,^s u t éw a$,default,v.
Eudeve-90_stonerock-1,2854,Eudeve,90_stonerock,tet,tet,t e t,,Miller1984,90_stonerock-1,false,^t e t$,default,
Eudeve-91_sand-1,2886,Eudeve,91_sand,sa,sa,s a,,Miller1984,91_sand-1,false,^s a$,default,
Eudeve-91_sand-2,5368,Eudeve,91_sand,sata,sata,s a t a,,Miller1984,91_sand-1,false,^s a t a$,default,=acc.
Eudeve-92_earth-1,2918,Eudeve,92_earth,tevát,tevát,t e v á/a t,,Miller1984,92_earth-1,false,^t e v á t$,default,
Eudeve-93_salt-1,2950,Eudeve,93_salt,onát,onát,o n á/a t,,Miller1984,93_salt-1,false,^o n á t$,default,
Eudeve-94_cloud-1,2982,Eudeve,94_cloud,mosít,mosít,m o s í/i t,,Miller1984,94_cloud-5,false,^m o s í t$,default,
Eudeve-95_smoke-1,3014,Eudeve,95_smoke,morágua,morágua,m o r á/a g u a,,Miller1984,95_smoke-2,false,^m o r á g ua$,default,
Eudeve-96_fire-1,3046,Eudeve,96_fire,té,té,t é/e,,Miller1984,96_fire-4,false,^t é$,default,
Eudeve-97_ash-1,3078,Eudeve,97_ash,nápsa,nápsa,n á/a p s a,,Miller1984,97_ash-10,false,^n á ps a$,default,
Eudeve-98_burn-1,3110,Eudeve,98_burn,tahán,tahán,t a h á/a n,,Miller1984,98_burn-5,false,^t a h á n$,default,
Eudeve-99_pathroad-1,3142,Eudeve,99_pathroad,vovét,vovét,v o v é/e t,,Miller1984,99_pathroad-1,false,^v o v é t$,default,
Eudeve-100_mountain-1,3174,Eudeve,100_mountain,cavít,cavít,ts a v í/i t,,Miller1984,100_mountain-2,false,^c a v í t$,default,
Eudeve-101_red-1,3206,Eudeve,101_red,síquei,síquei,s í/i qu/k e i,,Miller1984,101_red-7,false,^s í que i$,default,
Eudeve-101_red-2,5406,Eudeve,101_red,vásei,vásei,v á/a s ei,,Miller1984,,false,^v á s ei$,default,
Eudeve-102_green-1,3238,Eudeve,102_green,sidei,sidei,s i d ei,,Miller1984,102_green-6,false,^s i d ei$,default,"(tadei =blue), JHH: See Opata comment"
Eudeve-103_yellow-1,3270,Eudeve,103_yellow,savei,savei,s a v ei,,Miller1984,103_yellow-2,false,^s a v ei$,default,
Eudeve-104_white-1,3302,Eudeve,104_white,sútei,sútei,s ú/u t ei,,Miller1984,104_white-9,false,^s ú t ei$,default,
Eudeve-105_black-1,3334,Eudeve,105_black,sóvei,sóvei,s ó/o v ei,,Miller1984,105_black-2,false,^s ó v ei$,default,
Eudeve-106_night-1,3366,Eudeve,106_night,chuari,chuari,ch/tʃ u a r i,,Miller1984,106_night-1,false,^ch ua r i$,default,JHH: I think (1) is OK
Eudeve-107_name-1,3398,Eudeve,107_name,teguát,teguát,t e g u á/a t,,Miller1984,107_name-2,false,^t e g uá t$,default,
Eudeve-108_year-1,3430,Eudeve,108_year,betáraawa,betáraawa,b e t á/a r aː w a,,Miller1984,108_year-3,false,^b e t á r aa w a$,default,
Eudeve-109_three-1,3713,Eudeve,109_three,veidúm,veidúm,v ei d ú/u m,,Miller1984,109_three-1,false,^v ei d ú m$,default,
Eudeve-110_four-1,3748,Eudeve,110_four,návoi,návoi,n á/a v oi,,Miller1984,110_four-3,false,^n á v oi$,default,JHH: Transparently na-two like Hopi
Eudeve-111_five-1,3782,Eudeve,111_five,márki,márki,m á/a r k i,,Miller1984,111_five-1,false,^m á r k i$,default,
Eudeve-112_six-1,3816,Eudeve,112_six,vusani,vusani,v u s a n i,,Miller1984,112_six-5,false,^v u s a n i$,default,
Eudeve-113_i-1,4088,Eudeve,113_i,nē,nē,n ē/eː,,Miller1984,113_i-1,false,^n ē$,default,
Eudeve-114_yousing-1,4123,Eudeve,114_yousing,eme,eme,e m e,,Lionnet1986,114_yousing-1,false,^e m e$,default,
Eudeve-115_we-1,4158,Eudeve,115_we,tɑmi̱de,tɑmi̱de,t ɑ m i̠ d e,,Miller1984,115_we-1,false,^t ɑ m i̱ d e$,default,
Eudeve-116_what-1,4193,Eudeve,116_what,há,há,h á/a,,Miller1984,116_what-7,false,^h á$,default,
Eudeve-117_who-1,4228,Eudeve,117_who,hebē,hebē,h e b ē/eː,,Miller1984,117_who-4,false,^h e b ē$,default,
Eudeve-118_this-1,4263,Eudeve,118_this,eni,eni,e n i,,Miller1984,118_this-6,false,^e n i$,default,
Eudeve-119_that-1,5570,Eudeve,119_that,a-r,a-r,a + r,,Miller1984,119_that-18,false,^a - r$,default,
Eudeve-119_that-2,4298,Eudeve,119_that,a-r,a-r,a + r,,Miller1984,119_that-18,false,^a - r$,default,
Eudeve-120_all-1,5590,Eudeve,120_all,awona,awona,a w o n a,,Miller1984,120_all-14,false,^a w o n a$,default,
Eudeve-120_all-2,4333,Eudeve,120_all,haóna,haóna,h a ó/o n a,,Miller1984,120_all-14,false,^h a ó n a$,default,
Guarijio-1_nonot-1,22,Guarijio,1_nonot,kaʔí,kaʔí,k a ʔ í/i,,Miller1984,1_nonot-1,false,^k a ʔ í$,default,
Guarijio-2_many-1,54,Guarijio,2_many,weiká,weiká,w ei k á/a,,Miller1984,2_many-5,false,^w ei k á$,default,
Guarijio-3_one-1,86,Guarijio,3_one,piré,piré,p i r é/e,,Miller1984,3_one-2,false,^p i r é$,default,
Guarijio-4_two-1,118,Guarijio,4_two,woká,woká,w o k á/a,,Miller1984,4_two-1,false,^w o k á$,default,
Guarijio-5_big-1,150,Guarijio,5_big,werumá,werumá,w e r u m á/a,,Miller1984,5_big-5,false,^w e r u m á$,default,
Guarijio-6_old-1,182,Guarijio,6_old,ocíru-me,ocíru-me,o ts í/i r u + m e,,Miller1984,6_old-9,false,^o c í r u - m e$,default,
Guarijio-7_small-1,214,Guarijio,7_small,nuʔi(n)ti,nuʔiti,n u ʔ i t i,,Miller1984,7_small-12,false,^n u ʔ i t i$,default,
Guarijio-8_short-1,246,Guarijio,8_short,eʔméruma,eʔméruma,e ˀm é/e r u m a,,Miller1984,8_short-12,false,^e ʔm é r u m a$,default,
Guarijio-8_short-2,5042,Guarijio,8_short,aʔmérima,aʔmérima,a ˀm é/e r i m a,,Miller1984,8_short-12,false,^a ʔm é r i m a$,default,
Guarijio-9_long-1,278,Guarijio,9_long,tehpekúma,tehpekúma,t e h p e k ú/u m a,,Miller1984,9_long-5,false,^t e h p e k ú m a$,default,
Guarijio-10_new-1,310,Guarijio,10_new,kawéruma,kawéruma,k a w é/e r u m a,,Miller1984,10_new-12,false,^k a w é r u m a$,default,
Guarijio-11_good-1,342,Guarijio,11_good,kawéruma,kawéruma,k a w é/e r u m a,,Miller1984,11_good-4,false,^k a w é r u m a$,default,
Guarijio-12_round-1,374,Guarijio,12_round,kahpóla,kahpóla,k a h p ó/o l a,,Miller1984,12_round-3,false,^k a h p ó l a$,default,"=ser bola, See Opata"
Guarijio-13_heavy-1,406,Guarijio,13_heavy,pehtí-,pehtí-,p e h t í/i,,Miller1984,13_heavy-2,false,^p e h t í -$,default,
Guarijio-14_dry-1,438,Guarijio,14_dry,wagi-,wagi-,w a g i,,Miller1984,14_dry-2,false,^w a g i -$,default,=estar seco
Guarijio-15_sharpblade-1,470,Guarijio,15_sharpblade,yolá-me,yolá-me,y/j o l á/a + m e,,Miller1984,15_sharpblade-10,false,^yo l á - m e$,default,
Guarijio-16_dirty-1,502,Guarijio,16_dirty,ohcórewae-me,ohcórewae-me,o h ts ó/o r e w a e + m e,,Miller1984,16_dirty-13,false,^o h c ó r e w ae - m e$,default,
