ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Annotation
Mono-1_nonot-1,1,Mono,1_nonot,qatuʔu,qatuʔu,q a t u ʔ u,,Miller1984,1_nonot-1,false,^q a t u ʔ u$,default,
Mono-2_many-1,33,Mono,2_many,ewa,ewa,e w a,,Miller1984,2_many-1,false,^e w a$,default,
Mono-3_one-1,65,Mono,3_one,sɨmɨ,sɨmɨ,s ɨ m ɨ,,Miller1984,3_one-1,false,^s ɨ m ɨ$,default,
Mono-4_two-1,97,Mono,4_two,waha,waha,w a h a,,Miller1984,4_two-3,false,^w a h a$,default,
Mono-5_big-1,129,Mono,5_big,papa,papa,p a p a,,Miller1984,5_big-1,false,^p a p a$,default,
Mono-6_old-1,161,Mono,6_old,mua-,mua-,m u a,,Liljeblad1966,6_old-1,false,^m ua -$,default,(=Ft. Ind. dialect)
Mono-7_small-1,193,Mono,7_small,ino-cicciʔ,ino-cicciʔ,i n o + ts i tsː i ʔ,,Miller1984,7_small-2,false,^i n o - c i cc i ʔ$,default,JHH: The first element may be (16)
Mono-8_short-1,225,Mono,8_short,toppo-ciccini,toppo-ciccini,t o pː o + ts i tsː i n i,,Miller1984,8_short-4,false,^t o pp o - c i cc i n i$,default,
Mono-9_long-1,257,Mono,9_long,ɨti,ɨti,ɨ t i,,Miller1984,9_long-1,false,^ɨ t i$,default,
Mono-10_new-1,289,Mono,10_new,pɨtɨt-tɨ-ppɨ,pɨtɨt-tɨ-ppɨ,p ɨ t ɨ t + t ɨ + pː ɨ,,Miller1984,10_new-1,false,^p ɨ t ɨ t - t ɨ - pp ɨ$,default,
Mono-11_good-1,321,Mono,11_good,cawu,cawu,ts a w u,,Miller1984,11_good-1,false,^c a w u$,default,
Mono-12_round-1,353,Mono,12_round,attɨp-pono,attɨp-pono,a tː ɨ p + p o n o,,Miller1984,12_round-3,false,^a tt ɨ p - p o n o$,default,
Mono-13_heavy-1,385,Mono,13_heavy,nɨʔnɨkkwɨ,nɨʔnɨkkwɨ,n ɨ ˀn ɨ kː w ɨ,,Miller1984,13_heavy-1,false,^n ɨ ʔn ɨ kk w ɨ$,default,
Mono-14_dry-1,417,Mono,14_dry,pasa-hkɨʔ,pasa-hkɨʔ,p a s a + ʰk ɨ ʔ,,Miller1984,14_dry-1,false,^p a s a - hk ɨ ʔ$,default,
Mono-15_sharpblade-1,449,Mono,15_sharpblade,kɨwaa,kɨwaa,k ɨ w aː,,Miller1984,15_sharpblade-1,false,^k ɨ w aa$,default,
Mono-16_dirty-1,481,Mono,16_dirty,totsábi,totsábi,t o ts á/a b i,,Bethel1993,16_dirty-1,false,^t o ts á b i$,default,"""dirty one"""
Mono-17_full-1,513,Mono,17_full,tuyuha,tuyuha,t u y/j u h a,,Miller1984,17_full-7,false,^t uyu h a$,default,
Mono-18_cold-1,545,Mono,18_cold,ɨcɨʔɨ,ɨcɨʔɨ,ɨ ts ɨ ʔ ɨ,,Miller1984,18_cold-1,false,^ɨ c ɨ ʔ ɨ$,default,
Mono-19_hot-1,577,Mono,19_hot,ɨtɨʔɨ,ɨtɨʔɨ,ɨ t ɨ ʔ ɨ,,Miller1984,19_hot-1,false,^ɨ t ɨ ʔ ɨ$,default,
Mono-20_woman-1,609,Mono,20_woman,hɨɨppiʔ,hɨɨppiʔ,h ɨː pː i ʔ,,Miller1984,20_woman-8,false,^h ɨɨ pp i ʔ$,default,
Mono-21_man-1,641,Mono,21_man,nana,nana,n a n a,,Miller1984,,true,^n a n a$,default,JHH: Probably a Yokuts word
Mono-22_person-1,673,Mono,22_person,nɨɨmmɨ,nɨɨmmɨ,n ɨː mː ɨ,,Miller1984,22_person-1,false,^n ɨɨ mm ɨ$,default,
Mono-23_fish-1,705,Mono,23_fish,pakkwi,pakkwi,p a kː w i,,Miller1984,23_fish-1,false,^p a kk w i$,default,
Mono-24_bird-1,737,Mono,24_bird,ciippaʔ,ciippaʔ,ts iː pː a ʔ,,Miller1984,24_bird-1,false,^c ii pp a ʔ$,default,
Mono-25_dog-1,769,Mono,25_dog,pukku,pukku,p u kː u,,Miller1984,25_dog-1,false,^p u kk u$,default,
Mono-26_louse-1,801,Mono,26_louse,puiciappi,puiciappi,p ui ts i a pː i,,Miller1984,26_louse-1,false,^p ui c ia pp i$,default,(Ft. Independence Mono)
Mono-27_snake-1,833,Mono,27_snake,toqoqqwa,toqoqqwa,t o q o qː w a,,Miller1984,27_snake-1,false,^t o q o qq w a$,default,
Mono-28_tree-1,865,Mono,28_tree,wɨnɨp-pɨ,wɨnɨp-pɨ,w ɨ n ɨ p + p ɨ,,Miller1984,28_tree-8,false,^w ɨ n ɨ p - p ɨ$,default,"(<""stand"")"
Mono-29_bark-1,896,Mono,29_bark,woʔaggapɨ,woʔaggapɨ,w o ʔ a gː a p ɨ,,Miller1984,29_bark-1,false,^w o ʔ a gg a p ɨ$,default,
Mono-30_leaf-1,928,Mono,30_leaf,gasa,gasa,g a s a,,Miller1984,30_leaf-5,false,^g a s a$,default,
Mono-31_root-1,960,Mono,31_root,tɨtɨna,tɨtɨna,t ɨ t ɨ n a,,Miller1984,31_root-1,false,^t ɨ t ɨ n a$,default,
Mono-32_seed-1,992,Mono,32_seed,pusi,pusi,p u s i,,Miller1984,32_seed-1,false,^p u s i$,default,see 'eye'
Mono-33_blood-1,1024,Mono,33_blood,"paa""","paa""",p aː,,Miller1984,33_blood-1,false,"^p aa ""$",default,
Mono-34_meat-1,1056,Mono,34_meat,tɨɨnna,tɨɨnna,t ɨː nː a,,Miller1984,34_meat-6,false,^t ɨɨ nn a$,default,JHH: Bethel dictionary has tiina (with /i/)
Mono-35_skin-1,1088,Mono,35_skin,sippoʔi,sippoʔi,s i pː o ʔ i,,Miller1984,35_skin-13,false,^s i pp o ʔ i$,default,JHH: This is a compound (2)-(1)
Mono-36_bone-1,1120,Mono,36_bone,oho,oho,o h o,,Miller1984,36_bone-1,false,^o h o$,default,
Mono-37_greasefat-1,1152,Mono,37_greasefat,yuhu,yuhu,j u h u,,Miller1984,37_greasefat-1,false,^yu h u$,default,
Mono-38_egg-1,1184,Mono,38_egg,noyo,noyo,n o y/j o,,Miller1984,38_egg-1,false,^n oyo$,default,
Mono-39_horn-1,1216,Mono,39_horn,awa,awa,a w a,,Miller1984,39_horn-1,false,^a w a$,default,
Mono-40_tail-1,1248,Mono,40_tail,qwaci,qwaci,q w a ts i,,Miller1984,40_tail-1,false,^qw a c i$,default,
Mono-41_feather-1,1280,Mono,41_feather,qasa,qasa,q a s a,,Miller1984,41_feather-1,false,^q a s a$,default,
Mono-42_hair-1,1312,Mono,42_hair,woö,woö,w o ö/ø,,Miller1984,42_hair-1,false,^w o ö$,default,"=""head/hair"""
Mono-43_head-1,1344,Mono,43_head,woö,woö,w o ö/ø,,Miller1984,43_head-1,false,^w o ö$,default,(=#42)
Mono-44_ear-1,1376,Mono,44_ear,naqqa,naqqa,n a qː a,,Miller1984,44_ear-1,false,^n a qq a$,default,
Mono-45_eye-1,1408,Mono,45_eye,pusi,pusi,p u s i,,Miller1984,45_eye-1,false,^p u s i$,default,
Mono-46_nose-1,1440,Mono,46_nose,"mupi""","mupi""",m u p i,,Miller1984,46_nose-1,false,"^m u p i ""$",default,
Mono-47_mouth-1,1472,Mono,47_mouth,tɨppe,tɨppe,t ɨ pː e,,Miller1984,47_mouth-1,false,^t ɨ pp e$,default,
Mono-48_tooth-1,1503,Mono,48_tooth,tawa,tawa,t a w a,,Miller1984,48_tooth-1,false,^t a w a$,default,
Mono-49_tongue-1,1535,Mono,49_tongue,eqo,eqo,e q o,,Miller1984,49_tongue-1,false,^e q o$,default,
Mono-50_clawnail-1,1567,Mono,50_clawnail,-situ,-situ,s i t u,,Miller1984,50_clawnail-1,false,^- s i t u$,default,
Mono-51_foot-1,1599,Mono,51_foot,kɨkkɨ,kɨkkɨ,k ɨ kː ɨ,,Miller1984,51_foot-1,false,^k ɨ kk ɨ$,default,
Mono-52_knee-1,1631,Mono,52_knee,ton-nopoto,ton-nopoto,t o n + n o p o t o,,Miller1984,52_knee-1,false,^t o n - n o p o t o$,default,
Mono-53_hand-1,1663,Mono,53_hand,maya,maya,m a y/j a,,Miller1984,53_hand-1,false,^m aya$,default,
Mono-54_arm-1,1695,Mono,54_arm,pɨtta,pɨtta,p ɨ tː a,,Miller1984,54_arm-1,false,^p ɨ tt a$,default,
Mono-55_rope-1,3442,Mono,55_rope,tɨqappo,tɨqappo,t ɨ q a pː o,,Miller1984,55_rope-1,false,^t ɨ q a pp o$,default,
Mono-56_belly-1,1746,Mono,56_belly,gohi,gohi,g o h i,,Miller1984,56_belly-1,false,^g o h i$,default,
Mono-57_navelbellybutton-1,1778,Mono,57_navelbellybutton,poci,poci,p o ts i,,Miller1984,57_navelbellybutton-1,false,^p o c i$,default,
Mono-58_neck-1,1810,Mono,58_neck,kutta,kutta,k u tː a,,Miller1984,58_neck-1,false,^k u tt a$,default,
Mono-59_breast-1,1842,Mono,59_breast,piciʔ,piciʔ,p i ts i ʔ,,Miller1984,59_breast-1,false,^p i c i ʔ$,default,
Mono-60_heart-1,1874,Mono,60_heart,piwɨ,piwɨ,p i w ɨ,,Miller1984,60_heart-1,false,^p i w ɨ$,default,
Mono-61_liver-1,1906,Mono,61_liver,nɨmiɨ,nɨmiɨ,n ɨ m iɨ,,Miller1984,61_liver-1,false,^n ɨ m iɨ$,default,"(Liljeblad, Ft. Independence dialect)"
Mono-62_drink-1,1938,Mono,62_drink,hipi,hipi,h i p i,,Miller1984,62_drink-1,false,^h i p i$,default,
Mono-63_eat-1,1970,Mono,63_eat,tɨkka,tɨkka,t ɨ kː a,,Miller1984,63_eat-1,false,^t ɨ kk a$,default,
Mono-64_bite-1,2002,Mono,64_bite,kɨh-yɨ,kɨh-yɨ,k ɨ h + y/j ɨ,,Miller1984,64_bite-1,false,^k ɨ h - yɨ$,default,
Mono-65_vomit-1,2034,Mono,65_vomit,ooʔi,ooʔi,oː ʔ i,,Miller1984,65_vomit-1,false,^oo ʔ i$,default,
Mono-66_see-1,2066,Mono,66_see,puni,puni,p u n i,,Miller1984,66_see-1,false,^p u n i$,default,
Mono-67_hear-1,2098,Mono,67_hear,naqqa,naqqa,n a qː a,,Miller1984,67_hear-1,false,^n a qq a$,default,
Mono-68_know-1,2130,Mono,68_know,suttapɨhi,suttapɨhi,s u tː a p ɨ h i,,Miller1984,68_know-5,false,^s u tt a p ɨ h i$,default,
Mono-69_sleep-1,2162,Mono,69_sleep,ɨwi,ɨwi,ɨ w i,,Miller1984,69_sleep-1,false,^ɨ w i$,default,
Mono-70_die-1,2194,Mono,70_die,etaa,etaa,e t aː,,Miller1984,70_die-9,false,^e t aa$,default,"JHH /e/ might be from /ai/ ..., with meathesis in either Central Numic or Mono, but really Mono form is strange so have given it new code."
Mono-71_kill-1,2226,Mono,71_kill,pacca,pacca,p a tsː a,,Miller1984,71_kill-2,false,^p a cc a$,default,
Mono-72_fly-1,2258,Mono,72_fly,yocci,yocci,y/j o tsː i,,Miller1984,72_fly-1,false,^yo cc i$,default,
Mono-73_walk-1,2290,Mono,73_walk,nɨwi,nɨwi,n ɨ w i,,Miller1984,73_walk-1,false,^n ɨ w i$,default,
Mono-74_come-1,2322,Mono,74_come,kimma,kimma,k i mː a,,Miller1984,74_come-1,false,^k i mm a$,default,
Mono-75_lie-1,2354,Mono,75_lie,hapi,hapi,h a p i,,Miller1984,75_lie-1,false,^h a p i$,default,
Mono-76_sitsitdown-1,2386,Mono,76_sitsitdown,qattɨ,qattɨ,q a tː ɨ,,Miller1984,76_sitsitdown-1,false,^q a tt ɨ$,default,
Mono-77_standup-1,2418,Mono,77_standup,"wɨnɨ""","wɨnɨ""",w ɨ n ɨ,,Miller1984,77_standup-1,false,"^w ɨ n ɨ ""$",default,
Mono-78_throw-1,2450,Mono,78_throw,wɨna-ʔi,wɨna-ʔi,w ɨ n a + ʔ i,,Miller1984,78_throw-1,false,^w ɨ n a - ʔ i$,default,
Mono-79_give-1,2482,Mono,79_give,kiya,kiya,k i y/j a,,Miller1984,79_give-1,false,^k iya$,default,
Mono-80_say-1,2514,Mono,80_say,ine,ine,i n e,,Miller1984,80_say-1,false,^i n e$,default,
Mono-80_say-2,5309,Mono,80_say,inee,inee,i n eː,,Miller1984,80_say-1,false,^i n ee$,default,
Mono-81_sing-1,2546,Mono,81_sing,hupia-ru,hupia-ru,h u p i a + r u,,Miller1984,81_sing-1,false,^h u p ia - r u$,default,
Mono-82_sun-1,2578,Mono,82_sun,tape,tape,t a p e,,Miller1984,82_sun-1,false,^t a p e$,default,
Mono-83_moon-1,2610,Mono,83_moon,tamɨʔa,tamɨʔa,t a m ɨ ʔ a,,Miller1984,83_moon-1,false,^t a m ɨ ʔ a$,default,
Mono-84_star-1,2642,Mono,84_star,"tacinu""","tacinu""",t a ts i n u,,Miller1984,84_star-1,false,"^t a c i n u ""$",default,
Mono-85_sky-1,2674,Mono,85_sky,tukuppa,tukuppa,t u k u pː a,,Miller1984,85_sky-1,false,^t u k u pp a$,default,"(Ft. Indp. dialect, from Liljeblad)"
Mono-86_water-1,2706,Mono,86_water,paya,paya,p a y/j a,,Miller1984,86_water-1,false,^p aya$,default,
Mono-87_wind-1,2738,Mono,87_wind,"hɨkkwa""","hɨkkwa""",h ɨ kː w a,,Miller1984,87_wind-1,false,"^h ɨ kk w a ""$",default,
Mono-88_rain-1,2770,Mono,88_rain,tɨɨkkwa,tɨɨkkwa,t ɨː kː w a,,Miller1984,88_rain-9,false,^t ɨɨ kk w a$,default,= verb
Mono-88_rain-2,5343,Mono,88_rain,tɨɨkwápe,tɨɨkwápe,t ɨː kʷ á/a p e,,Stubbs2011,88_rain-9,false,^t ɨɨ kw á p e$,default,= noun
Mono-89_snow-1,2802,Mono,89_snow,nɨpa,nɨpa,n ɨ p a,,Miller1984,89_snow-1,false,^n ɨ p a$,default,
Mono-90_stonerock-1,2834,Mono,90_stonerock,"tɨppi""","tɨppi""",t ɨ pː i,,Miller1984,90_stonerock-1,false,"^t ɨ pp i ""$",default,
Mono-91_sand-1,2866,Mono,91_sand,"passiwa""","passiwa""",p a sː i w a,,Miller1984,91_sand-1,false,"^p a ss i w a ""$",default,
Mono-92_earth-1,2898,Mono,92_earth,"tɨpi""","tɨpi""",t ɨ p i,,Miller1984,92_earth-1,false,"^t ɨ p i ""$",default,
Mono-93_salt-1,2930,Mono,93_salt,omma,omma,o mː a,,Miller1984,93_salt-1,false,^o mm a$,default,
Mono-94_cloud-1,2962,Mono,94_cloud,toö,toö,t o ö/ø,,Miller1984,94_cloud-1,false,^t o ö$,default,
Mono-95_smoke-1,2994,Mono,95_smoke,"kuk-kuhi""","kuk-kuhi""",k u k + k u h i,,Miller1984,95_smoke-1,false,"^k u k - k u h i ""$",default,
Mono-96_fire-1,3026,Mono,96_fire,qoso,qoso,q o s o,,Miller1984,96_fire-1,false,^q o s o$,default,
Mono-97_ash-1,3058,Mono,97_ash,esiya,esiya,e s i y/j a,,Miller1984,97_ash-7,false,^e s iya$,default,
Mono-98_burn-1,3090,Mono,98_burn,pita,pita,p i t a,,Miller1984,98_burn-7,false,^p i t a$,default,
Mono-99_pathroad-1,3122,Mono,99_pathroad,poyo,poyo,p o y/j o,,Miller1984,99_pathroad-1,false,^p oyo$,default,
Mono-100_mountain-1,3154,Mono,100_mountain,toya,toya,t o y/j a,,Miller1984,100_mountain-1,false,^t oya$,default,
Mono-101_red-1,3186,Mono,101_red,aqqa-pono,aqqa-pono,a qː a + p o n o,,Miller1984,101_red-1,false,^a qq a - p o n o$,default,
Mono-102_green-1,3218,Mono,102_green,puhi-tuwa,puhi-tuwa,p u h i + t u w a,,Miller1984,102_green-1,false,^p u h i - t u w a$,default,
Mono-103_yellow-1,3250,Mono,103_yellow,oha-pono,oha-pono,o h a + p o n o,,Miller1984,103_yellow-1,false,^o h a - p o n o$,default,
Mono-104_white-1,3282,Mono,104_white,tocci-pono,tocci-pono,t o tsː i + p o n o,,Miller1984,104_white-1,false,^t o cc i - p o n o$,default,
Mono-105_black-1,3314,Mono,105_black,tummu,tummu,t u mː u,,Miller1984,105_black-1,false,^t u mm u$,default,
Mono-106_night-1,3346,Mono,106_night,toqa,toqa,t o q a,,Miller1984,106_night-1,false,^t o q a$,default,
Mono-107_name-1,3378,Mono,107_name,na-niya-nna,na-niya-nna,n a + n i y/j a + nː a,,Miller1984,107_name-1,false,^n a - n iya - nn a$,default,
Mono-108_year-1,3410,Mono,108_year,too,too,t oː,,Miller1984,108_year-1,false,^t oo$,default,
Mono-109_three-1,3699,Mono,109_three,pahí-i/tu,pahí-i,p a h í/i + i,,Miller1984,109_three-1,false,^p a h í - i$,default,
Mono-109_three-2,3699,Mono,109_three,pahí-i/tu,tu,t u,,Miller1984,109_three-1,false,^t u$,default,
Mono-110_four-1,3734,Mono,110_four,wacikwí-i/tu,wacikwí-i,w a ts i kʷ í/i + i,,Miller1984,110_four-1,false,^w a c i kw í - i$,default,
Mono-110_four-2,3734,Mono,110_four,wacikwí-i/tu,tu,t u,,Miller1984,110_four-1,false,^t u$,default,
Mono-111_five-1,3768,Mono,111_five,manigí-i/tu,manigí-i,m a n i g í/i + i,,Miller1984,111_five-1,false,^m a n i g í - i$,default,
Mono-111_five-2,3768,Mono,111_five,manigí-i/tu,tu,t u,,Miller1984,111_five-1,false,^t u$,default,
Mono-112_six-1,3802,Mono,112_six,naabahí-i/tu,naabahí-i,n aː b a h í/i + i,,Miller1984,112_six-1,false,^n aa b a h í - i$,default,
Mono-112_six-2,3802,Mono,112_six,naabahí-i/tu,tu,t u,,Miller1984,112_six-1,false,^t u$,default,
Mono-113_i-1,4074,Mono,113_i,nɯ,nɯ,n ɯ,,Miller1984,113_i-1,false,^n ɯ$,default,
Mono-114_yousing-1,4109,Mono,114_yousing,ɯh,ɯh,ɯ h,,Miller1984,114_yousing-2,false,^ɯ h$,default,
Mono-115_we-1,4144,Mono,115_we,tɑ,tɑ,t ɑ,,Miller1984,115_we-2,false,^t ɑ$,default,
Mono-116_what-1,4179,Mono,116_what,hɑ,hɑ,h ɑ,,Miller1984,116_what-7,false,^h ɑ$,default,
Mono-117_who-1,4214,Mono,117_who,haghe,haghe,h a gʱ e,,Miller1984,117_who-1,false,^h a gh e$,default,"Nominative is haghe (gh for gamma), stress on /a/"
Mono-118_this-1,4249,Mono,118_this,ihu,ihu,i h u,,Miller1984,118_this-1,false,^i h u$,default,
Mono-119_that-1,4284,Mono,119_that,u,u,u,,Miller1984,119_that-2,false,^u$,default,
Mono-120_all-1,4319,Mono,120_all,nasimi-,nasimi-,n a s i m i,,Miller1984,120_all-4,false,^n a s i m i -$,default,
Mono-121_swim-1,4354,Mono,121_swim,pɑhɑpi-,pɑhɑpi-,p ɑ h ɑ p i,,Miller1984,121_swim-1,false,^p ɑ h ɑ p i -$,default,
Tubatulabel-1_nonot-1,10,Tubatulabel,1_nonot,haš,haš,h a ʃ,,Miller1984,1_nonot-1,false,^h a š$,default,
Tubatulabel-2_many-1,42,Tubatulabel,2_many,yoowi,yoowi,y/j oː w i,,Miller1984,2_many-4,false,^yoo w i$,default,"has ""1"" in it?"
Tubatulabel-3_one-1,74,Tubatulabel,3_one,čiič,čiič,tʃ iː č/tʃ,,Miller1984,3_one-3,false,^č ii č$,default,
Tubatulabel-4_two-1,106,Tubatulabel,4_two,woo,woo,w oː,,Miller1984,4_two-1,false,^w oo$,default,
Tubatulabel-5_big-1,138,Tubatulabel,5_big,egeewan,egeewan,e g eː w a n,,Miller1984,5_big-7,false,^e g ee w a n$,default,
Tubatulabel-6_old-1,170,Tubatulabel,6_old,uulaw-ɨt,uulaw-ɨt,uː l a w + ɨ t,,Miller1984,6_old-10,false,^uu l a w - ɨ t$,default,
Tubatulabel-6_old-2,5025,Tubatulabel,6_old,uuʔuulawica,uuʔuulawica,uː ʔ uː l a w i ts a,,Miller1984,6_old-10,false,^uu ʔ uu l a w i c a$,default,(=to grow old)
Tubatulabel-7_small-1,202,Tubatulabel,7_small,kuʔuzubi-l,kuʔuzubi-l,k u ʔ u z u b i + l,,Hale1964,7_small-8,false,^k u ʔ u z u b i - l$,default,
Tubatulabel-8_short-1,234,Tubatulabel,8_short,tabuuʔupi-l,tabuuʔupi-l,t a b uː ʔ u p i + l,,Miller1984,8_short-4,false,^t a b uu ʔ u p i - l$,default,
Tubatulabel-9_long-1,266,Tubatulabel,9_long,utudu,utudu,u t u d u,,Miller1984,9_long-10,false,^u t u d u$,default,"(=tall in Vogelin, =long in Hale), Might be Western Numic loan"
Tubatulabel-10_new-1,298,Tubatulabel,10_new,mapita,mapita,m a p i t a,,Miller1984,10_new-7,false,^m a p i t a$,default,"JHH: Kit, Sr forms are from mai ""to bear child"".  This isn't."
Tubatulabel-11_good-1,330,Tubatulabel,11_good,tɨwɨ,tɨwɨ,t ɨ w ɨ,,Miller1984,11_good-8,false,^t ɨ w ɨ$,default,
Tubatulabel-12_round-1,362,Tubatulabel,12_round,muluŋwa-l,muluŋwa-l,m u l u ŋ w a + l,,Miller1984,12_round-8,false,^m u l u ŋw a - l$,default,"=round one, JHH: Same as Kawaiisu"
Tubatulabel-12_round-2,5053,Tubatulabel,12_round,muluʔuŋa-,muluʔuŋa-,m u l u ʔ u ŋ a,,Miller1984,12_round-8,false,^m u l u ʔ u ŋ a -$,default,"=get round), JHH: Same as Kawaiisu"
Tubatulabel-13_heavy-1,394,Tubatulabel,13_heavy,pɨlɨʔ,pɨlɨʔ,p ɨ l ɨ ʔ,,Miller1984,13_heavy-2,false,^p ɨ l ɨ ʔ$,default,
Tubatulabel-13_heavy-2,5062,Tubatulabel,13_heavy,-ipɨlɨʔ,-ipɨlɨʔ,i p ɨ l ɨ ʔ,,Miller1984,13_heavy-2,false,^- i p ɨ l ɨ ʔ$,default,
Tubatulabel-14_dry-1,426,Tubatulabel,14_dry,waag-ɨt,waag-ɨt,w aː g + ɨ t,,Miller1984,14_dry-2,false,^w aa g - ɨ t$,default,
Tubatulabel-14_dry-2,5063,Tubatulabel,14_dry,awak,awak,a w a k,,Miller1984,14_dry-2,false,^a w a k$,default,=to be dry
Tubatulabel-16_dirty-1,490,Tubatulabel,16_dirty,tuguubiš-ɨt,tuguubiš-ɨt,t u g uː b i ʃ + ɨ t,,Miller1984,16_dirty-1,false,^t u g uu b i š - ɨ t$,default,
Tubatulabel-16_dirty-2,5070,Tubatulabel,16_dirty,utuguubiš,utuguubiš,u t u g uː b i ʃ,,Miller1984,16_dirty-1,false,^u t u g uu b i š$,default,
Tubatulabel-17_full-1,522,Tubatulabel,17_full,ɨmbɨm,ɨmbɨm,ɨ m b ɨ m,,Miller1984,17_full-10,false,^ɨ m b ɨ m$,default,
Tubatulabel-17_full-2,5076,Tubatulabel,17_full,pɨim-it,pɨim-it,p ɨi m + i t,,Miller1984,,false,^p ɨi m - i t$,default,
Tubatulabel-18_cold-1,554,Tubatulabel,18_cold,šɨɨb-t,šɨɨb-t,ʃ ɨː b + t,,Miller1984,18_cold-2,false,^š ɨɨ b - t$,default,
Tubatulabel-18_cold-2,5080,Tubatulabel,18_cold,ɨšɨip,ɨšɨip,ɨ ʃ ɨi p,,Miller1984,18_cold-2,false,^ɨ š ɨi p$,default,
Tubatulabel-19_hot-1,586,Tubatulabel,19_hot,ɨɨdɨɨʔ-ɨt,ɨɨdɨɨʔ-ɨt,ɨː d ɨː ʔ + ɨ t,,Miller1984,19_hot-1,false,^ɨɨ d ɨɨ ʔ - ɨ t$,default,
Tubatulabel-19_hot-2,5082,Tubatulabel,19_hot,ɨʔɨdɨɨʔ,ɨʔɨdɨɨʔ,ɨ ʔ ɨ d ɨː ʔ,,Miller1984,19_hot-1,false,^ɨ ʔ ɨ d ɨɨ ʔ$,default,
Tubatulabel-20_woman-1,618,Tubatulabel,20_woman,koimi,koimi,k oi m i,,Hale1964,20_woman-10,false,^k oi m i$,default,
Tubatulabel-21_man-1,650,Tubatulabel,21_man,taatwa-l,taatwa-l,t aː t w a + l,,Miller1984,21_man-2,false,^t aa tw a - l$,default,
Tubatulabel-22_person-1,682,Tubatulabel,22_person,nɨmɨ-,nɨmɨ-,n ɨ m ɨ,,Hale1964,,true,^n ɨ m ɨ -$,default,"JHH: This is a Numic loan. anghanniil ""people"" (literally, householders)"
Tubatulabel-23_fish-1,714,Tubatulabel,23_fish,kuyuu-l,kuyuu-l,k u y/j uu/uː + l,,Miller1984,23_fish-2,false,^k uyuu - l$,default,
Tubatulabel-24_bird-1,746,Tubatulabel,24_bird,čikii-t,čikii-t,tʃ i k iː + t,,Miller1984,,true,^č i k ii - t$,default,JHH:Probably a loan from Sierra Miwok but hard to tell with bird names
Tubatulabel-25_dog-1,778,Tubatulabel,25_dog,punku,punku,p u n k u,,Miller1984,25_dog-1,false,^p u n k u$,default,
Tubatulabel-26_louse-1,810,Tubatulabel,26_louse,nahaa-l,nahaa-l,n a h aː + l,,Miller1984,26_louse-5,false,^n a h aa - l$,default,
Tubatulabel-27_snake-1,842,Tubatulabel,27_snake,tuha-t,tuha-t,t u h a + t,,Miller1984,27_snake-6,false,^t u h a - t$,default,"(watersnake, and generic)"
Tubatulabel-28_tree-1,874,Tubatulabel,28_tree,uuʔu-t,uuʔu-t,uː ʔ u + t,,Miller1984,28_tree-2,false,^uu ʔ u - t$,default,"(also =stick, wood)"
Tubatulabel-29_bark-1,905,Tubatulabel,29_bark,opit,opit,o p i t,,Miller1984,29_bark-8,false,^o p i t$,default,
Tubatulabel-29_bark-2,5101,Tubatulabel,29_bark,opun,opun,o p u n,,Merriam1850,29_bark-8,false,^o p u n$,default,
Tubatulabel-30_leaf-1,937,Tubatulabel,30_leaf,naŋhabɨɨ-l,naŋhabɨɨ-l,n a ŋ h a b ɨː + l,,Miller1984,30_leaf-1,false,^n a ŋh a b ɨɨ - l$,default,
Tubatulabel-31_root-1,969,Tubatulabel,31_root,wiiši,wiiši,w iː ʃ i,,Miller1984,31_root-3,false,^w ii š i$,default,
Tubatulabel-32_seed-1,1001,Tubatulabel,32_seed,punʒi-l,punʒi-l,p u n ʒ i + l,,Miller1984,32_seed-1,false,^p u nʒ i - l$,default,
Tubatulabel-33_blood-1,1033,Tubatulabel,33_blood,ɨkwa,ɨkwa,ɨ kʷ a,,Hale1964,33_blood-2,false,^ɨ kw a$,default,
Tubatulabel-34_meat-1,1065,Tubatulabel,34_meat,tuguwa,tuguwa,t u g u w a,,Miller1984,34_meat-1,false,^t u g u w a$,default,
Tubatulabel-35_skin-1,1097,Tubatulabel,35_skin,poon-t,poon-t,p oː n + t,,Miller1984,35_skin-1,false,^p oo n - t$,default,
Tubatulabel-36_bone-1,1129,Tubatulabel,36_bone,o-n,o-n,o + n,,Miller1984,36_bone-1,false,^o - n$,default,
Tubatulabel-37_greasefat-1,1161,Tubatulabel,37_greasefat,wip-t,wip-t,w i p + t,,Miller1984,37_greasefat-2,false,^w i p - t$,default,
Tubatulabel-38_egg-1,1193,Tubatulabel,38_egg,pomp-t,pomp-t,p o m p + t,,Miller1984,38_egg-2,false,^p o m p - t$,default,
Tubatulabel-39_horn-1,1225,Tubatulabel,39_horn,aawa-t,aawa-t,aː w a + t,,Miller1984,39_horn-1,false,^aa w a - t$,default,
Tubatulabel-40_tail-1,1257,Tubatulabel,40_tail,wišii,wišii,w i ʃ iː,,Miller1984,40_tail-1,false,^w i š ii$,default,
Tubatulabel-41_feather-1,1289,Tubatulabel,41_feather,aŋaa,aŋaa,a ŋ aː,,Miller1984,41_feather-4,false,^a ŋ aa$,default,
Tubatulabel-42_hair-1,1321,Tubatulabel,42_hair,comoo-l,comoo-l,ts o m oː + l,,Miller1984,42_hair-1,false,^c o m oo - l$,default,
