"glcode","total_pages","iso","macroarea","family_name","latitude","longitude","GB020"
"awyi1241",515,"auw","Papunesia",NA,NA,NA,NA
"axam1237",570,"ahb","Papunesia","Austronesian",-16.4838,167.707,"1"
"axiy1235",871,"yix","Eurasia","Sino-Tibetan",24.6009,103.713,"0"
"ayab1239",611,"ayd","Australia",NA,NA,NA,NA
"ayac1239",7541,"quy","South America","Quechuan",-13.84714,-74.32246,"0"
"ayau1235",454,"vmy","North America",NA,NA,NA,NA
"ayip1235",32,"ayq","Papunesia",NA,NA,NA,NA
"ayiw1239",1794,"nfl","Papunesia","Austronesian",-10.282595,166.328715,"0"
"ayiz1245",126,"ayb","Africa",NA,NA,NA,NA
"ayoq1235",230,"zaf","North America",NA,NA,NA,NA
"ayor1240",3137,"ayo","South America",NA,NA,NA,NA
"ayut1236",798,"miy","Eurasia",NA,NA,NA,NA
"ayuu1242",42,"ayu","Africa",NA,NA,NA,NA
"azha1235",391,"aza","Eurasia","Sino-Tibetan",23.9,104.15,"0"
"azhe1235",226,"yiz","Eurasia",NA,NA,NA,NA
"azoy1236",367973,"tpc",NA,NA,NA,NA,NA
"baan1241",77,"bvj","Africa",NA,NA,NA,NA
"baan1242",46,"bqx","Africa",NA,NA,NA,NA
"baat1238",1379,"bba","Africa",NA,NA,NA,NA
"baba1263",138,"bbm","Africa",NA,NA,NA,NA
"baba1264",641,"bbw","Africa","Atlantic-Congo",6.11222,10.5216,"1"
"baba1266",912,"bbk","Africa","Atlantic-Congo",5.97863,10.2869,"1"
"baba1267",2186,"mbf","Eurasia","Austronesian",1.75414,103.076,"0"
"baba1268",14,"baa","Papunesia","Austronesian",-7.22281,157.149,"0"
"baba1273",48,"bbz","Africa",NA,NA,NA,NA
"babi1235",1255,"bcr","North America","Athabaskan-Eyak-Tlingit",55.0997,-126.41,"0"
"babu1240",917,"bzg","Papunesia",NA,NA,NA,NA
"babu1242",24,NA,"Papunesia",NA,NA,NA,NA
"baca1243",121,"btj",NA,NA,NA,NA,NA
"baca1246",1246,"bcy","Africa",NA,NA,NA,NA
"bact1239",1097,"xbc","Eurasia",NA,NA,NA,NA
"bada1257",4264,"bfq","Eurasia","Dravidian",11.3094,76.5974,"0"
"bada1258",146,"bau","Africa",NA,NA,NA,NA
"bada1261",9,"bhz","Papunesia",NA,NA,NA,NA
"bade1240",2,"bdz","Eurasia",NA,NA,NA,NA
"bade1248",1648,"bde","Africa",NA,NA,NA,NA
"badi1246",131,"bia","Australia",NA,NA,NA,NA
"badj1244",27,"jbi","Australia",NA,NA,NA,NA
"badu1237",273,"bac",NA,NA,NA,NA,NA
"bady1239",1343,"pbp","Africa",NA,NA,NA,NA
"baeg1237",363,"bvd","Papunesia",NA,NA,NA,NA
"bafa1247",1613,"bwt","Africa","Atlantic-Congo",4.53307,9.522,"0"
"bafa1249",366,"bfj","Africa",NA,NA,NA,NA
"baff1240",850,NA,"North America",NA,NA,NA,NA
"bafi1243",3173,"ksf","Africa","Atlantic-Congo",4.72603,11.0982,"0"
"bafu1246",2981,"bfd","Africa","Atlantic-Congo",6.14153,10.1194,"1"
"baga1270",1296,"bmd","Africa",NA,NA,NA,NA
"baga1272",545,"bsp","Africa","Atlantic-Congo",10.4793,-14.4756,"0"
"baga1273",68,"bgo","Africa","Atlantic-Congo",10.1286,-13.947,"1"
"baga1275",1073,"bcg","Africa",NA,NA,NA,NA
"bagh1251",161,"bfy","Eurasia",NA,NA,NA,NA
"bagi1244",82,"fui","Africa",NA,NA,NA,NA
"bagi1246",2177,"bmi","Africa","Central Sudanic",11.52392,14.769495,"1"
"bago1245",37,"bqg","Africa",NA,NA,NA,NA
"bagr1243",787,"bgq","Eurasia",NA,NA,NA,NA
"bagu1251",48,"bqb","Papunesia",NA,NA,NA,NA
"bagv1239",2969,"kva","Eurasia","Nakh-Daghestanian",42.3966,46.1041,"0"
"baha1256",609,"yha","Eurasia",NA,NA,NA,NA
"baha1257",24,"bhv","Papunesia",NA,NA,NA,NA
"baha1258",907,"bdw","Papunesia",NA,NA,NA,NA
"baha1259",1720,"abv","Eurasia","Afro-Asiatic",26.223615,50.580811,"1"
"baha1260",1163,"bah","North America","Indo-European",25.032149,-77.390587,"1"
"bahi1252",1449,"bhj","Eurasia","Sino-Tibetan",27.3323,86.3949,"?"
"bahi1254",1302,"bjh","Papunesia",NA,NA,NA,NA
"bahn1262",6300,"bdq","Eurasia","Austroasiatic",14.0476,108.471,"0"
"baii1251",19,"bdj","Africa",NA,NA,NA,NA
"baik1238",349,"bkx","Papunesia","Austronesian",-9.32991,124.256,"0"
"baim1244",2956,"bqh","Eurasia","Sino-Tibetan",33.1001,103.952,"0"
"bain1259",440,"bab","Africa",NA,NA,NA,NA
"bain1261",1457,"bcz","Africa",NA,NA,NA,NA
"bais1246",914,"bsw","Africa",NA,NA,NA,NA
"baja1265",843,"bjs","North America, South America",NA,NA,NA,NA
"baje1238",497,"bjm","Eurasia",NA,NA,NA,NA
"baka1272",9513,"bkc","Africa","Atlantic-Congo",2.16013,13.7804,"0"
"baka1273",139,"bqz","Africa",NA,NA,NA,NA
"baka1274",846,"bdh","Africa","Central Sudanic",4.65943,29.59,"1"
"baka1277",3807,"bkq","South America",NA,NA,NA,NA
"bakh1245",1174,"bqi","Eurasia",NA,NA,NA,NA
"baki1244",49,"bki","Papunesia","Austronesian",-16.7096,168.165,"0"
"bako1249",897,"bkh","Africa",NA,NA,NA,NA
"bako1250",124,"kme","Africa",NA,NA,NA,NA
"baku1263",792,"bkr","Papunesia",NA,NA,NA,NA
"bakw1243",527,"bjw","Africa",NA,NA,NA,NA
"bala1301",559,"ble","Africa",NA,NA,NA,NA
"bala1302",2870,"bjt","Africa",NA,NA,NA,NA
"bala1310",2059,"blw","Papunesia",NA,NA,NA,NA
"bala1311",315,"sse","Papunesia","Austronesian",6.011614,121.686646,"1"
"bala1314",99,"bls","Papunesia",NA,NA,NA,NA
"bala1315",1058,"blz","Papunesia","Austronesian",-0.86809,123.289,"0"
"bala1316",16,NA,"Papunesia","Austronesian",-20.25,164.2,"?"
"bald1241",38,"bdn","Africa",NA,NA,NA,NA
"bale1254",39,NA,"Africa",NA,NA,NA,NA
"bali1245",8,"bcn","Africa",NA,NA,NA,NA
"bali1274",464,"bcp","Africa",NA,NA,NA,NA
"bali1278",4902,"ban","Papunesia","Austronesian",-8.35714,115.075,"1"
"bali1279",1059,"mhp","Papunesia",NA,NA,NA,NA
"balk1252",6801,"rmn","Eurasia",NA,NA,NA,NA
"balk1254",2224,"bgx","Eurasia",NA,NA,NA,NA
"balo1261",387,"biz","Africa","Atlantic-Congo",0.93777,18.1266,"1"
"balt1257",2550,"rml","Eurasia",NA,NA,NA,NA
"balt1258",1339,"bft","Eurasia",NA,NA,NA,NA
"balu1257",1031,"blq","Papunesia","Austronesian",-2.5604,147.282,"0"
"bama1249",25,"bog","Africa",NA,NA,NA,NA
"bama1251",45,"bbq","Africa",NA,NA,NA,NA
"bamb1262",1005,"myf","Africa","Blue Nile Mao",9.82554,34.6522,"1"
"bamb1265",263,"bmo","Africa",NA,NA,NA,NA
"bamb1266",1756,"baw","Africa","Atlantic-Congo",6.10821,10.2233,NA
"bamb1269",18350,"bam","Africa","Mande",12.9,-7.65,"1"
"bamb1270",672,"ptu","Papunesia","Austronesian",-3.02759,119.201,"1"
"bame1260",486,"bce","Africa",NA,NA,NA,NA
"bamu1253",3844,"bax","Africa","Atlantic-Congo",5.49017,10.8477,"1"
"bamu1254",128,"bqt","Africa",NA,NA,NA,NA
"bamu1256",195,"bvm","Africa",NA,NA,NA,NA
"bamu1257",737,"bcf","Papunesia",NA,NA,NA,NA
"bamw1238",63,"bmg","Africa","Atlantic-Congo",2.16773,19.1644,"0"
"bana1287",106,NA,"Papunesia",NA,NA,NA,NA
"bana1288",68,"bjx","Papunesia","Austronesian",17.5643,121.05,"1"
"bana1292",1101,"byz","Papunesia",NA,NA,NA,NA
"bana1305",1342,"bcw","Africa",NA,NA,NA,NA
"band1337",108,"bjd","Australia",NA,NA,NA,NA
"band1339",872,NA,NA,NA,NA,NA,NA
"band1340",2261,"bqj","Africa","Atlantic-Congo",12.5258,-16.4245,"1"
"band1342",180,"bqk","Africa",NA,NA,NA,NA
"band1343",594,"bpd","Africa",NA,NA,NA,NA
"band1344",1153,"liy","Africa","Atlantic-Congo",6.21563,20.9827,"1"
"band1345",47,"bfl","Africa",NA,NA,NA,NA
"band1348",233,"yaj","Africa",NA,NA,NA,NA
"band1352",527,"bza","Africa",NA,NA,NA,NA
"band1353",262,"bpq","Papunesia",NA,NA,NA,NA
"band1355",561,"bnd","Papunesia",NA,NA,NA,NA
"bang1339",610,"bjb","Australia",NA,NA,NA,NA
"bang1345",34,"bbe","Africa",NA,NA,NA,NA
"bang1347",2580,"bgf","Africa",NA,NA,NA,NA
"bang1350",294,"bnx","Africa",NA,NA,NA,NA
"bang1353",2036,"bxg","Africa",NA,NA,NA,NA
"bang1354",1657,"bni","Africa","Atlantic-Congo",-0.87437,17.227,"0"
"bang1356",475,"bgj","Africa",NA,NA,NA,NA
"bang1363",1265,"dba","Africa",NA,14.8116,-3.77092,"1"
"bang1365",1452,"mfb","Papunesia",NA,NA,NA,NA
"bang1368",704,"bgz","Papunesia",NA,NA,NA,NA
"bani1254",21,"bvv","South America",NA,NA,NA,NA
"bani1255",3221,"bwi","South America","Arawakan",2.17859,-67.7704,"0"
"banj1239",3424,"bjn","Papunesia",NA,NA,NA,NA
"bank1251",387,"bfk","Eurasia",NA,NA,NA,NA
"bank1256",1561,"abb",NA,"Atlantic-Congo",4.3702,9.6403,"0"
"bank1258",52,"bxw","Africa",NA,NA,NA,NA
"bank1259",496,"dbw","Africa",NA,NA,NA,NA
"bann1247",4786,"bcm",NA,"Austronesian",-6.23061,155.128,"?"
"bann1248",6,NA,"North America",NA,NA,NA,NA
"bant1281",1736,"bap","Eurasia","Sino-Tibetan",27.12147,87.04738,"0"
"bant1286",1506,"bnq","Papunesia",NA,NA,NA,NA
"bant1288",311,"bno","Papunesia","Austronesian",12.5194,122.034,"0"
"baou1238",5953,"bci","Africa",NA,NA,NA,NA
"bara1357",621,"brd","Eurasia","Sino-Tibetan",28.3768,85.0584,"0"
"bara1361",701,"brm","Africa","Atlantic-Congo",3.34642,26.861,"?"
"bara1362",8,"bbg","Africa",NA,NA,NA,NA
"bara1367",19,"baj","Papunesia",NA,NA,NA,NA
"bara1369",2710,"bhr","Africa","Austronesian",-23.9716,45.5937,"1"
"bara1370",612,"kys","Papunesia","Austronesian",3.51211,114.482,"1"
"bara1371",50,"brs","Papunesia",NA,NA,NA,NA
"bara1380",4051,"bsn","South America","Tucanoan",0.02193,-70.808,NA
"barb1263",1520,"boi","North America",NA,NA,NA,NA
"barc1235",100,"gry","Africa",NA,NA,NA,NA
"bard1255",5580,"bcj","Australia","Nyulnyulan",-16.6274,122.906,"0"
"bare1276",1593,"bae","South America","Arawakan",1.91649,-66.828,"0"
"bare1279",968,"bva","Africa","Afro-Asiatic",10.970124,17.911727,"0"
"barg1252",2436,"mlp","Papunesia","Nuclear Trans New Guinea",-4.8723,145.756,"0"
"bari1241",13,"bxo","Africa",NA,NA,NA,NA
"bari1284",5457,"bfa","Africa",NA,NA,NA,NA
"bari1286",1174,"bch","Papunesia","Austronesian",-5.5087,148.666,"0"
"bari1290",1,"bjc","Papunesia",NA,NA,NA,NA
"bari1297",1447,"mot","South America",NA,NA,NA,NA
"bari1298",1,"jbk","Papunesia",NA,NA,NA,NA
"baro1252",109,"bbi","Africa",NA,NA,NA,NA
"baro1253",653,"bjk","Papunesia","Austronesian",-3.47672,152.193,"1"
"barr1247",268,"bpt","Australia",NA,NA,NA,NA
"barr1251",74,"tbn","South America",NA,NA,NA,NA
"baru1267",5607,"byr","Papunesia",NA,NA,NA,NA
"baru1269",287,"bjz","Papunesia",NA,NA,NA,NA
"barw1243",424,"bwg","Africa",NA,NA,NA,NA
"barz1241",92,"bjf","Eurasia",NA,NA,NA,NA
"basa1282",489,"bzw","Africa","Atlantic-Congo",8.03159,7.06183,"?"
"basa1284",5375,"bas","Africa",NA,NA,NA,NA
"basa1286",307,"bdb","Papunesia",NA,NA,NA,NA
"basa1287",93,"byq","Papunesia","Austronesian",25.0046,121.857,"0"
"base1242",76,NA,"Africa",NA,NA,NA,NA
"bash1263",1602,"bsg","Eurasia",NA,NA,NA,NA
"bash1264",13132,"bak",NA,"Turkic",53.5967,56.5594,"0"
"bask1236",683,"bst","Africa",NA,NA,NA,NA
"basq1248",31772,"eus",NA,NA,43.2787,-1.31622,"1"
"basq1250",87,NA,"Eurasia",NA,NA,NA,NA
"bass1257",13,NA,"Eurasia",NA,NA,NA,NA
"bass1258",4151,NA,"Africa",NA,NA,NA,NA
"bass1260",785,"bsi","Africa",NA,NA,NA,NA
"bata1285",1066,"bnm","Africa","Atlantic-Congo",1.397041,9.51011,"0"
"bata1288",966,"bts","Papunesia",NA,NA,NA,NA
"bata1289",3380,"bbc","Papunesia","Austronesian",2.35498,99.1761,"0"
"bata1290",1406,"akb","Papunesia",NA,NA,NA,NA
"bata1291",404,"btm","Papunesia",NA,NA,NA,NA
"bata1292",923,"btz","Papunesia",NA,NA,NA,NA
"bata1293",3704,"btx","Papunesia","Austronesian",2.12787,98.2517,"0"
"bata1294",3620,"btd","Papunesia",NA,NA,NA,NA
"bata1297",694,"ayt","Papunesia",NA,NA,NA,NA
"bata1298",2671,"ifb","Papunesia",NA,NA,NA,NA
"bata1301",2296,"bya","Papunesia",NA,NA,NA,NA
"bata1314",2042,"bta","Africa",NA,NA,NA,NA
"bate1261",104,"btv","Eurasia",NA,NA,NA,NA
"bate1262",1143,"btq","Eurasia",NA,NA,NA,NA
"bath1244",459,"bhm","Eurasia",NA,NA,NA,NA
"bath1248",80,NA,"Africa","Afro-Asiatic",12.188285,12.360552,"1"
"bati1251",1109,"btc","Africa",NA,NA,NA,NA
"bats1242",2042,"bbl","Eurasia","Nakh-Daghestanian",42.1806,45.344,"0"
"batu1258",285,"bay","Papunesia",NA,NA,NA,NA
"batu1260",222,"zbt","Papunesia",NA,NA,NA,NA
"baub1235",287,NA,"Papunesia",NA,NA,NA,NA
"bauc1238",58,"bsf","Africa",NA,NA,NA,NA
"baur1251",12,"bge","Eurasia",NA,NA,NA,NA
"baur1252",278,"bxa","Papunesia",NA,NA,NA,NA
"baur1253",3544,"brg","South America","Arawakan",-13.61,-63.68,"1"
"bauu1243",275,NA,"Papunesia",NA,NA,NA,NA
"bauu1244",108,"bbd","Papunesia",NA,NA,NA,NA
"bauw1240",72,"bwk","Papunesia",NA,NA,NA,NA
"bauz1241",2115,"bvz",NA,"Geelvink Bay",-2.44717,137.629,"?"
"bava1246",22815,"bar","Eurasia",NA,NA,NA,NA
"bawm1236",604,"bgr","Eurasia","Sino-Tibetan",22.4405233333,92.92553,"0"
"baya1255",29,NA,"Eurasia",NA,NA,NA,NA
"baya1257",11,"bjy","Australia",NA,NA,NA,NA
"bayb1234",31,"bvy","Papunesia","Austronesian",10.6956,124.8086,"1"
"baym1241",21,"mkq","North America",NA,NA,NA,NA
"bayo1255",551,"bda","Africa","Atlantic-Congo",12.6881,-16.3947,"1"
"bayu1240",418,"bxj","Australia",NA,NA,NA,NA
"bazi1237",343,"bfr","Eurasia",NA,NA,NA,NA
"beam1240",712,"beo","Papunesia",NA,NA,NA,NA
"beav1236",2500,"bea","North America",NA,NA,NA,NA
"bebe1248",517,"beb","Africa","Atlantic-Congo",4.78874,12.824,"0"
"bebe1250",52,"bzv","Africa",NA,NA,NA,NA
"bebe1252",90,"bek","Papunesia",NA,NA,NA,NA
"bebi1242",224,"bxp","Africa",NA,NA,NA,NA
"bedi1235",1470,"tnr","Africa",NA,NA,NA,NA
"bedj1245",1804,"bjv","Africa",NA,NA,NA,NA
"bedo1237",22,"bed","Papunesia",NA,NA,NA,NA
"beek1238",261,NA,"Africa",NA,NA,NA,NA
"beem1239",2022,"beq","Africa","Atlantic-Congo",-3.95895,14.1,"0"
"beez1238",193,"bnz","Africa",NA,NA,NA,NA
"befa1241",1050,"bby","Africa",NA,NA,NA,NA
"begb1241",122,"bqv","Africa",NA,NA,NA,NA
"beja1238",7193,"bej","Africa","Afro-Asiatic",17.2436,36.6666,"1"
"beka1240",169,NA,"Africa",NA,NA,NA,NA
"beka1241",759,"bei","Papunesia","Austronesian",1.3307,109.576,"1"
"bekw1241",666,"bkv","Africa","Atlantic-Congo",6.73737,8.86489,"0"
"bekw1242",4743,"bkw",NA,"Atlantic-Congo",1.71801,14.6527,"?"
"bela1254",7829,"bel","Eurasia","Indo-European",53.2307,25.6038,"0"
"bela1255",1173,"bvi","Africa",NA,NA,NA,NA
"bela1256",647,"bxb","Africa","Nilotic",6.6503,27.8232,"0"
"bela1260",337,"beg","Papunesia","Austronesian",4.96207,114.933,"0"
"belh1239",731,"byw","Eurasia","Sino-Tibetan",26.9972,87.2783,"0"
"beli1257",368,"blm","Africa","Central Sudanic",6.40428,29.7954,"1"
"beli1260",5528,"bzj",NA,"Indo-European",17.3941,-88.6281,"1"
"bell1243",1784,"blc","North America","Salishan",52.3448,-126.689,"1"
"bell1261",345,"brw","Eurasia",NA,NA,NA,NA
"bell1263",321,NA,"North America",NA,NA,NA,NA
"beln1234",76,"glb","Africa",NA,NA,NA,NA
"bemb1255",687,"bmb","Africa",NA,NA,NA,NA
"bemb1257",9070,"bem","Africa","Atlantic-Congo",-10.6122,29.2993,"0"
"bena1260",637,"yun","Africa",NA,NA,NA,NA
"bena1262",1975,"bez","Africa","Atlantic-Congo",-9.26671,35.0364,"?"
"bena1264",2014,"bef","Papunesia",NA,NA,NA,NA
"benc1235",2785,"bcq","Africa","Ta-Ne-Omotic",7.04682,35.7673,"0"
"bend1258",648,"bdp","Africa",NA,NA,NA,NA
"bend1260",77,"bct","Africa",NA,NA,NA,NA
"beng1239",1575,"bqy","Papunesia",NA,NA,NA,NA
"beng1280",17411,"ben","Eurasia",NA,NA,NA,NA
"beng1282",2468,NA,"Africa","Atlantic-Congo",1.075766,9.600739,"0"
"beng1286",759,"nhb","Africa",NA,NA,NA,NA
"benl1235",593,"xpb","Australia",NA,NA,NA,NA
"bent1238",892,NA,"Africa","Dogon",14.78,-2.94,"1"
"benu1247",1337,NA,"Africa",NA,NA,NA,NA
"beny1237",31,"byd","Papunesia",NA,NA,NA,NA
"beot1247",598,"bue","North America",NA,NA,NA,NA
"bera1259",726,"brf","Africa",NA,NA,NA,NA
"bera1261",411,"bxv","Africa",NA,NA,NA,NA
"bera1262",202,"bve","Papunesia","Austronesian",1.6687,117.934,"?"
"berb1259",2243,"brc","South America","Indo-European",5.3829,-58.0002,"1"
"beri1253",84,"bit",NA,NA,NA,NA,NA
"beri1254",2545,"bkl","Papunesia",NA,NA,NA,NA
"bero1242",2905,"bom","Africa",NA,NA,NA,NA
"bert1248",4647,"wti","Africa",NA,10.6474,34.7042,"0"
"bert1249",459,"byt","Africa",NA,NA,NA,NA
"besi1244",1556,"mhe","Eurasia",NA,NA,NA,NA
"besm1235",30,"bes","Africa",NA,NA,NA,NA
"beso1237",98,"bep","Papunesia",NA,NA,NA,NA
"beta1252",3121,"bew","Papunesia","Austronesian",-6.21174,107.022,"0"
"beta1253",14,NA,"Papunesia",NA,NA,NA,NA
"bete1261",259,"byf","Africa",NA,NA,NA,NA
"bete1262",392,"btt","Africa",NA,NA,NA,NA
"beti1248",379,"eot","Africa",NA,NA,NA,NA
"bett1235",1117,"xub","Eurasia",NA,NA,NA,NA
"bezh1248",4070,"kap","Eurasia","Nakh-Daghestanian",42.1206,46.0332,"0"
"bhad1241",498,"bhd","Eurasia",NA,NA,NA,NA
"bhal1245",17,"bhx","Eurasia",NA,NA,NA,NA
"bhar1241",780,"bha","Eurasia",NA,NA,NA,NA
"bhat1237",208,"btl","Eurasia",NA,NA,NA,NA
"bhat1263",834,"bht","Eurasia",NA,NA,NA,NA
"bhat1265",467,"bgw","Eurasia",NA,NA,NA,NA
"bhil1251",1604,"bhb","Eurasia",NA,NA,NA,NA
"bhoj1244",7500,"bho",NA,"Indo-European",26.458455,84.817115,"0"
"bhot1235",238,"nes","Eurasia",NA,NA,NA,NA
"bhun1242",185,"bhu","Eurasia",NA,NA,NA,NA
"biaf1240",711,NA,"Africa","Atlantic-Congo",11.467,-15.1347,"0"
"biak1248",3406,"bhw","Papunesia","Austronesian",-0.9523,135.879,"1"
"bial1238",1071,"beh","Eurasia",NA,NA,NA,NA
"bian1251",73,"bpv",NA,NA,NA,NA,NA
"bian1252",2586,"big","Papunesia","Goilalan",-7.33882,146.765,"0"
"biao1253",939,"byk","Eurasia","Tai-Kadai",23.656,113.391,"0"
"biao1254",1702,"bje","Eurasia","Hmong-Mien",25.5309,111.344,"0"
"biao1256",44,"bmt","Eurasia","Hmong-Mien",24.6451,113.469,"0"
"biat1246",969,"bth","Papunesia","Austronesian",1.17596,110.254,"?"
"bidi1241",1768,"bid","Africa",NA,NA,NA,NA
"bidy1243",432,"bym","Australia",NA,NA,NA,NA
"bidy1244",1673,"bjg","Africa","Atlantic-Congo",11.1097,-16.1497,"0"
"biem1237",250,"bmc","Papunesia",NA,NA,NA,NA
"bier1244",1380,"bnk","Papunesia","Austronesian",-16.6663,168.154,"1"
"biet1238",568,"biu","Eurasia",NA,NA,NA,NA
"biga1237",17,"xbe","Australia",NA,NA,NA,NA
"bign1238",412,"nmb","Papunesia","Austronesian",-16.0903,167.239,"0"
"biha1246",520,"ibh","Eurasia","Austronesian",12.483333,108.016667,"0"
"biji1246",17,"jbm","Africa",NA,NA,NA,NA
"bijo1238",680,"bix","Eurasia",NA,NA,NA,NA
"bila1253",277,"kfs","Eurasia",NA,NA,NA,NA
"bila1255",3010,"bip","Africa","Atlantic-Congo",1.16839,28.7626,"0"
"bilb1241",71,"brz","Papunesia","Austronesian",-5.26505,145.764,"1"
"bile1244",107,"bil","Africa",NA,NA,NA,NA
"bili1250",558,NA,"Australia","Pama-Nyungan",-16.868771,130.533991,"0"
"bili1260",39363,"byn","Africa","Afro-Asiatic",15.7833,38.3917,"0"
"bilm1238",586,"bms","Africa",NA,NA,NA,NA
"bilo1248",1166,"bll","North America",NA,NA,NA,NA
"bilu1245",1517,"blb","Papunesia",NA,-7.92388,156.663,"1"
"bima1247",2221,"bhp","Papunesia",NA,NA,NA,NA
"bimi1240",3692,"bhl","Papunesia","Nuclear Trans New Guinea",-5.38732,142.04,"1"
"bimo1239",1583,"bim","Africa",NA,NA,NA,NA
"bina1271",413,"bmn",NA,NA,NA,NA,NA
"bina1275",1,"bxz","Papunesia",NA,NA,NA,NA
"bina1277",1206,"bhg","Papunesia","Nuclear Trans New Guinea",-8.37433,147.884,"0"
"bine1240",1587,"bon","Papunesia","Eastern Trans-Fly",-9.08879,142.893,"0"
"bini1246",3178,"bin","Africa","Atlantic-Congo",6.40701,5.70426,"0"
"binj1249",409,"bpj","Africa",NA,NA,NA,NA
"bino1237",191,"itb","Papunesia",NA,NA,NA,NA
"bint1245",1143,"bne","Papunesia",NA,NA,NA,NA
"bint1246",37,"bny","Papunesia",NA,NA,NA,NA
"binu1244",1987,"bkd","Papunesia","Austronesian",8.15933,124.892,"1"
"binu1245",3203,"bjr","Papunesia",NA,NA,NA,NA
"bipi1237",71,"biq","Papunesia",NA,NA,NA,NA
"bira1253",935,"bxe","Africa",NA,5.29807,37.025,"?"
"birg1239",80,"btf","Africa",NA,NA,NA,NA
"birh1242",910,"biy","Eurasia",NA,NA,NA,NA
"biri1256",236,"bzr","Australia","Pama-Nyungan",-20.1494,146.67,"0"
"birk1242",910,"brk","Africa",NA,NA,NA,NA
"birr1240",1061,"bvq",NA,"Central Sudanic",5.33,24.6,"1"
"birw1238",1525,"brl","Africa",NA,NA,NA,NA
"bise1238",1121,"ije","Africa",NA,NA,NA,NA
"bish1244",592,"bpy","Eurasia",NA,NA,NA,NA
"bish1251",30,NA,"Africa",NA,NA,NA,NA
"bisl1239",3930,"bis","Papunesia","Indo-European",-15.4,166.89,"1"
"biso1243",677,"bir","Papunesia",NA,NA,NA,NA
"biss1248",3379,"bib","Africa",NA,NA,NA,NA
"bisu1244",2190,"bzi","Eurasia","Sino-Tibetan",20.8542,99.9862,"0"
"bita1251",14,"brt","Africa",NA,NA,NA,NA
"bitt1240",1194,"bgk","Eurasia","Austroasiatic",21.3474,101.916,"0"
"bitu1242",12,"mcc","Papunesia",NA,NA,NA,NA
"biwa1243",406,"bwm","Papunesia","Yuat",-4.39429,143.873,"0"
"biyo1243",739,"byo","Eurasia",NA,NA,NA,NA
"blab1237",363,"blp","Papunesia","Austronesian",-8.15058,159.419,"1"
"blaf1238",253,"bfh","Papunesia",NA,NA,NA,NA
"blag1240",790,"beu","Papunesia",NA,NA,NA,NA
"blan1242",2506,"blr","Eurasia","Austroasiatic",22.0092,99.7405,"0"
"bloo1239",73,NA,"North America",NA,NA,NA,NA
"boan1242",236,"bzn","Papunesia",NA,NA,NA,NA
"boan1243",789,"bzl","Papunesia",NA,NA,NA,NA
"bobo1255",90,"bgb","Papunesia","Austronesian",-0.36759,121.922,"0"
"bodo1266",16,"bdv","Eurasia",NA,NA,NA,NA
"bodo1267",988,"gbj","Africa, Eurasia","Austroasiatic",18.3857,82.771,"0"
"bodo1269",4171,"brx","Eurasia","Sino-Tibetan",26.1,92,"0"
"bofi1238",778,"bff","Africa",NA,NA,NA,NA
"boga1247",274,"boq","Papunesia",NA,NA,NA,NA
"bogh1241",22,"bux","Africa",NA,NA,NA,NA
"bogu1241",191,"bqu","Africa",NA,NA,NA,NA
"boht1238",199,"bhn","Eurasia","Afro-Asiatic",41.459,45.084,"1"
"boik1241",6636,"bzf","Papunesia",NA,NA,NA,NA
"bokh1237",498,"ybk","Eurasia",NA,NA,NA,NA
"boko1261",101,"bdt","Africa",NA,NA,NA,NA
"boko1263",169,"bkp","Africa",NA,NA,NA,NA
"boko1266",885,"bqc","Africa",NA,NA,NA,NA
"boko1267",775,"bus","Africa",NA,NA,NA,NA
"boky1238",1240,"bky","Africa",NA,NA,NA,NA
"bola1250",367,"bnp","Papunesia","Austronesian",-5.55792,150.095,"1"
"bola1252",805,"bld","Papunesia",NA,NA,NA,NA
"bolg1250",512,"xbo","Eurasia",NA,NA,NA,NA
"bolg1251",239,"bvo","Africa","Atlantic-Congo",10.9025,18.8076,"0"
"boli1236",13,"bvl","South America",NA,NA,NA,NA
"boli1255",833,"bli","Africa",NA,NA,NA,NA
"boli1256",604,"smk","Papunesia","Austronesian",16.3071,119.853,"1"
"bolo1261",101,"blv","Africa",NA,NA,NA,NA
"bolo1262",88,"bkt","Africa","Atlantic-Congo",0.83463,18.4555,"1"
"bolo1263",28,"bzm","Africa",NA,NA,NA,NA
"bolo1266",443,"bof","Africa",NA,NA,NA,NA
"bolo1268",671,"blj","Papunesia",NA,NA,NA,NA
"boly1239",1214,"ply","Eurasia","Austroasiatic",24.7013,104.955,"0"
"boma1246",2099,"boh",NA,NA,NA,NA,NA
"bomb1261",12,"bml","Africa",NA,NA,NA,NA
"bomb1262",495,"bws","Africa","Atlantic-Congo",2.40195,18.7841,"0"
"bomi1238",1193,"zmx","Africa",NA,NA,NA,NA
"bomk1234",500,"bmf","Africa","Atlantic-Congo",9.27518,-11.59696,"1"
"bomm1240",528,NA,NA,NA,NA,NA,NA
"bomu1247",841,"bmq","Africa",NA,NA,NA,NA
"bomw1238",45,NA,"Africa",NA,NA,NA,NA
"bona1250",1478,"peh","Eurasia","Mongolic-Khitan",35.6972,102.995,"0"
"bond1245",2119,"bfw","Eurasia","Austroasiatic",19.1512,83.8141,"0"
"bond1246",2257,"kzc","Africa",NA,NA,NA,NA
