name,fid,tessellate,extrude,visibility,layer,path,description
Kala Lagaw Ya,206,1,0,-1,Western Torres,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Torres,
Mabuiag,207,1,0,-1,Western Torres,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Torres,
Magati Ke,208,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,
Marramaninyshi,209,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,
Marrithiyel,210,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,
Emmi,211,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,also known as Maranunggu
Marringarr,212,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,
Giyug,213,1,0,-1,Western Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Daly,
Ngalia,214,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Warnman,215,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Pitjantjatjara,216,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Ngaanyatjarra,217,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
PintupiLuritja,218,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Yankunytjatjara,219,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Kartujarra,220,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Ladji Ladji,222,1,0,-1,Western Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Kulin,
Putijarra,223,1,0,-1,Western Desert (Wati),/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Western Desert (Wati),
Yiman,224,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Yangga,225,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Ganulu,226,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Barada,227,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Yilba,228,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Gangulu,229,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Gayiri,230,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Biri,231,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Kokatha,232,1,0,-1,Eastern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern,
Antakirinya,233,1,0,-1,Eastern,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern,
Matngele,234,1,0,-1,Eastern Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Daly,
Kamu,235,1,0,-1,Eastern Daly,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Daly,
Boonwurrung,236,1,0,-1,Eastern Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Kulin,
Daungwurrung,237,1,0,-1,Eastern Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Kulin,
Ngarnka,238,1,0,-1,Eastern Mirndi,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Mirndi,
Woiwurrung,239,1,0,-1,Eastern Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Kulin,
Djirbal,240,1,0,-1,Dyirbalic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dyirbalic,
Guwinal,241,1,0,-1,Dharumbal,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dharumbal,"name is doubtful, can't find in current sources"
Warrgamay,242,1,0,-1,Dyirbalic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dyirbalic,
Nyawaygi,243,1,0,-1,Dyirbalic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dyirbalic,
Wubuy,244,1,0,-1,East Arnhem,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Arnhem,
Wulguru,245,1,0,-1,Dyirbalic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dyirbalic,
Ngandi,246,1,0,-1,East Arnhem,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Arnhem,
Anindilyakwa,247,1,0,-1,East Arnhem,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Arnhem,
Wiri,248,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Yuwi,249,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,Horton name for Wiri (dialect of Biri)
Garingbal,250,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Barna,251,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Yambina,252,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Wadjigu,253,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Gabalbara,254,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Wangan,255,1,0,-1,East Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=East Maric,
Bunuba,256,1,0,-1,Bunaban,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bunaban,
Gooniyandi,257,1,0,-1,Bunaban,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bunaban,
Dhuwal,258,1,0,-1,Central,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central,
Dhuwala,259,1,0,-1,Central,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central,
Dhay'yi,261,1,0,-1,Central,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central,
Wiradjuri,262,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,
Ngiyambaa,263,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,
Yuwaliyaay,264,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,
Gamilaraay,265,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,
Yuwaalaraay,266,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,
Limilngan,268,1,0,-1,Darwin Region,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Darwin Region,
Wailwan,269,1,0,-1,Central-NSW,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Central-NSW,Treated by Donaldson as the Northern dialect of Ngiyambaa
Dharumbal,270,1,0,-1,Dharumbal,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dharumbal,Distant sister to Mbabaram in BBA 2018
Kingkel,271,1,0,-1,Dharumbal,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Dharumbal,
Batjjamalh,272,1,0,-1,Anson Bay,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Anson Bay,
Alyawarr,273,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Anmatyerre,274,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Ayerreyenge,275,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Antekerrepenhe,276,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Lower Aranda,277,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Kaytetye,278,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
WesternArrarnta,279,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Central Arrernte,280,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Minjangbal,281,1,0,-1,Bandjalangic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bandjalangic,
Eastern Arrernte,282,1,0,-1,Arandic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Arandic,
Waalubal,283,1,0,-1,Bandjalangic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bandjalangic,
Githabul,284,1,0,-1,Bandjalangic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bandjalangic,
Yugambal,285,1,0,-1,Bigambal,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bigambal,
Bigambal,286,1,0,-1,Bigambal,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Bigambal,
Purduna,287,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
Pinikura,288,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
Thalanyji,289,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
Payungu,290,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
PittaPitta,291,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Maya,292,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
Mayawali,293,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Wangkayutyuru,294,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Mithaka,295,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Karuwali,296,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Karangura,297,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Wangkangurru,298,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Garlali,299,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Yandruwandha,300,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Yanda,301,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Guwa,302,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Mawng,303,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Iwaidja,304,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Marrgu,305,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Wurrugu,306,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Ilgar,307,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Garig,308,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Dharuk,309,1,0,-1,Iyora,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iyora,
Darkinyung,310,1,0,-1,Iyora,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iyora,
Thanggatti,311,1,0,-1,Iyora,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iyora,
Iyora,312,1,0,-1,Iyora,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iyora,
Miriwoong,313,1,0,-1,Jarrakan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Jarrakan,
Gija,314,1,0,-1,Jarrakan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Jarrakan,
Yalarnnga,315,1,0,-1,Kalkatungic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kalkatungic,
Gajirrebeng,316,1,0,-1,Jarrakan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Jarrakan,
Thiin,317,1,0,-1,Kanyara,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kanyara,
Kalkatungu,318,1,0,-1,Kalkatungic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kalkatungic,
Garrwa,319,1,0,-1,Garrwan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Garrwan,
Waanyi,320,1,0,-1,Garrwan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Garrwan,
Erre,321,1,0,-1,Giimbiyu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Giimbiyu,
Mengerrdji,322,1,0,-1,Giimbiyu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Giimbiyu,
Gumbaynggir,323,1,0,-1,Gumbaynggiric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gumbaynggiric,
Urningangk,324,1,0,-1,Giimbiyu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Giimbiyu,
Baanbay,325,1,0,-1,Gumbaynggiric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gumbaynggiric,
Yaygirr,326,1,0,-1,Gumbaynggiric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gumbaynggiric,
Bininj Kunwok,327,1,0,-1,Gunwinygic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinygic,
Gunbalang,328,1,0,-1,Gunwinygic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinygic,
Wulwulam,329,1,0,-1,Gunwinyguan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinyguan,
Dalabon,330,1,0,-1,Gunwinygic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinygic,
Jawoyn,331,1,0,-1,Gunwinyguan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinyguan,
Uwinymil,332,1,0,-1,Gunwinyguan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinyguan,
Amurdak,333,1,0,-1,Iwaidjan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Iwaidjan,
Warray,334,1,0,-1,Gunwinyguan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Gunwinyguan,
Gudanji,335,1,0,-1,Eastern Mirndi,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Mirndi,
Binbinka,336,1,0,-1,Eastern Mirndi,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Mirndi,
Jingulu,337,1,0,-1,Eastern Mirndi,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Mirndi,
Wambaya,338,1,0,-1,Eastern Mirndi,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Mirndi,
Kurnai,339,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Bidawal,340,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Muk-Thang,341,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Thangguai,342,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Dhudhuroa,343,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Nulit,344,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Yawuru,345,1,0,-1,EasternNyulnyulan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=EasternNyulnyulan,
Waywurru,346,1,0,-1,Eastern Victoria,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Eastern Victoria,
Jukun,347,1,0,-1,EasternNyulnyulan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=EasternNyulnyulan,
Nyikina,348,1,0,-1,EasternNyulnyulan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=EasternNyulnyulan,
Ngumbarl,349,1,0,-1,EasternNyulnyulan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=EasternNyulnyulan,
Warrwa,350,1,0,-1,EasternNyulnyulan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=EasternNyulnyulan,
Warriyangga,351,1,0,-1,Mantharta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Mantharta,
Tharrgari,352,1,0,-1,Mantharta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Mantharta,
Gudjal,353,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Alawa,354,1,0,-1,Maran,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maran,
Yagalingu,355,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Miyan,356,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Dungaloo,357,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Giya,358,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Yirandali,359,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Yuru,360,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Yugul,361,1,0,-1,Marran,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Marran,
Bindal,362,1,0,-1,Maric,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maric,
Marra,363,1,0,-1,Marran,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Marran,
Warndarrang,364,1,0,-1,Marran,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Marran,
Nyangumarta,365,1,0,-1,Marrngu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Marrngu,
Karajarri,366,1,0,-1,Marrngu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Marrngu,
Larrakia,367,1,0,-1,Larrakiyan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Larrakiyan,
Wulna,368,1,0,-1,Larrakiyan,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Larrakiyan,
Keramin,369,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,"Also Kureinji, Yari-Yari"
Ngarkat,370,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Ngintait,371,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,"Also Ngindadj, Yuu-Yuu given as a reference name in Wafer and Lissarague)"
YithaYitha,372,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Ngarrindjeri,373,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Peramangk,374,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Ngaiawang,375,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Yaraldi,376,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Ndjebbana,377,1,0,-1,Maningrida,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maningrida,also called Gunavidji
Raminyeri,378,1,0,-1,LowerMurray,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=LowerMurray,
Gurrgoni,379,1,0,-1,Maningrida,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maningrida,
Nakara,380,1,0,-1,Maningrida,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maningrida,
Jiwarli,381,1,0,-1,Mantharta,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Mantharta,
Burarra,382,1,0,-1,Maningrida,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Maningrida,
Kalaamaya,383,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Yingkarta,384,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Badimaya,385,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Nhanda,386,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Thaagurda,387,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,Language mentioned in Doug Marmion's honour's thesis; not otherwise attested but seems to be a separate language
Wajarri,388,1,0,-1,Kartu,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kartu,
Kolakngat,389,1,0,-1,Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kulin,Kolakngat
Bunganditj,390,1,0,-1,Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kulin,
Birrpayi,391,1,0,-1,Kuri,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kuri,
Wathawurrung,392,1,0,-1,Kulin,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kulin,
Awabakal,393,1,0,-1,Kuri,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kuri,
Worimi,394,1,0,-1,Kuri,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kuri,
Aghu Tharnggala,395,1,0,-1,Lamalamic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Lamalamic,
Katthang,396,1,0,-1,Kuri,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Kuri,
Lamalama,398,1,0,-1,Lamalamic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Lamalamic,
Nhirrpi,399,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Pirlatapa,400,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Diyari,401,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Kungkarri,402,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Yawarrawarrka,403,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Pirriya,404,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Yarluyandi,405,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
Ngamini,406,1,0,-1,Karnic,/Users/i2/Downloads/Polygon Coordinates for Australian languages 3.0 1.kml|layername=Karnic,
