lang,burst_100100000,burst_101500000,burst_104800000,burst_109000000,burst_109900000,burst_110200000,burst_114800000,burst_115500000,burst_116100000,burst_125800000,burst_135500000,burst_146200000,burst_148000000,burst_151600000,burst_154100000,burst_160600000,burst_162500000,burst_163500000,burst_172600000,burst_193100000,burst_194400000,burst_195000000,burst_198700000,burst_212100000,burst_215000000,burst_222400000,burst_224700000,burst_225100000,burst_229200000,burst_239500000,burst_240500000,burst_269200000,burst_288800000,burst_290600000,burst_292400000,burst_293800000,burst_294400000,burst_295300000,burst_297400000,burst_301400000,burst_308800000,burst_313100000,burst_321700000,burst_323500000,burst_327300000,burst_330900000,burst_331600000,burst_334300000,burst_334500000,burst_336800000,burst_344900000,burst_345300000,burst_347300000,burst_348500000,burst_355100000,burst_360800000,burst_365300000,burst_369200000,burst_375300000,burst_376600000,burst_381700000,burst_382000000,burst_383000000,burst_385800000,burst_390900000,burst_407000000,burst_410800000,burst_416800000,burst_418400000,burst_419500000,burst_425100000,burst_426900000,burst_430900000,burst_448100000,burst_454500000,burst_456400000,burst_457700000,burst_461800000,burst_463000000,burst_469700000,burst_473300000,burst_473900000,burst_494400000,burst_495300000,burst_495700000,burst_499400000,burst_500000000,burst_500100000,burst_502600000,burst_517100000,burst_517300000,burst_524300000,burst_524800000,burst_527600000,burst_535700000,burst_538700000,burst_538900000,burst_539400000,burst_540600000,burst_543200000,burst_549300000,burst_553900000,burst_558400000,burst_562100000,burst_563400000,burst_566800000,burst_567900000,burst_572000000,burst_573500000,burst_581500000,burst_582700000,burst_585500000,burst_589100000,burst_589400000,burst_600200000,burst_607900000,burst_612200000,burst_612900000,burst_617300000,burst_622400000,burst_623100000,burst_626000000,burst_627200000,burst_632100000,burst_634700000,burst_640200000,burst_640300000,burst_641100000,burst_643300000,burst_644400000,burst_646700000,burst_652000000,burst_661000000,burst_663600000,burst_666300000,burst_667400000,burst_668200000,burst_668800000,burst_681600000,burst_686400000,burst_687700000,burst_688300000,burst_689600000,burst_694600000,burst_695800000,burst_702900000,burst_704900000,burst_709900000,burst_734000000,burst_753300000,burst_753400000,burst_758500000,burst_762600000,burst_766900000,burst_768000000,burst_774800000,burst_777300000,burst_778100000,burst_784200000,burst_792400000,burst_799400000,burst_806500000,burst_810400000,burst_810900000,burst_813900000,burst_814500000,burst_819400000,burst_823000000,burst_832500000,burst_834800000,burst_836000000,burst_838100000,burst_845200000,burst_853700000,burst_859300000,burst_861300000,burst_868200000,burst_869900000,burst_872600000,burst_878800000,burst_879500000,burst_880900000,burst_881500000,burst_885900000,burst_908000000,burst_908300000,burst_910100000,burst_922400000,burst_927300000,burst_941600000,burst_944500000,burst_945900000,burst_949000000,burst_961800000,burst_973700000,burst_982500000,burst_985500000,burst_989400000,burst_996400000,burst_997700000
Hittite,0.0004543555,0.0075604307,0.0023161618,0.0042903541,0.0027979671,0.0026312578,0.0022546332,0.0024180372,0.0051398138,0.0022349149,0.0055267046,0.0049930619,0.0003039493,0.0051127531,0.0052326346,0.0066247677,0.0020170033,0.0029542232,0.0010969567,0.0063431810,0.0032127139,0.0047411352,0.0018146119,0.0087424332,0.0060604238,0.0022419095,0.0032714387,0.0088350792,0.0009627342,0.0017293178,0.0000115723,0.0059770537,0.0034847359,0.0028783714,0.0031280512,0.0008370846,0.0014670853,0.0023969849,0.0040120432,0.0078008018,0.0032957582,0.0086077285,0.0013350981,0.0017215566,0.0111183844,0.0018456188,0.0038991514,0.0017323870,0.0028078971,0.0012584460,0.0007767751,0.0012590679,0.0015745635,0.0064857126,0.0047942590,0.0017159867,0.0050599226,0.0015917248,0.0033116635,0.0023231969,0.0024844425,0.0017395210,0.0031316527,0.0037211248,0.0003536159,0.0035429530,0.0041699091,0.0041502869,0.0003398114,0.0086613159,0.0250398198,0.0021569205,0.0078505537,0.0061766703,0.0021776715,0.0016275632,0.0001078819,0.0020165805,0.0017864935,0.0028403849,0.0014992939,0.0049168224,0.0065015822,0.0009411998,0.0032514016,0.0106904467,0.0046007451,0.0070605495,0.0031021629,0.0014972283,0.0060770303,0.0048151344,0.0033908079,0.0067450987,0.0021309281,0.0066284834,0.0046506058,0.0020011158,0.0101204027,0.0006477875,0.0012322624,0.0076069458,0.0008995104,0.0057553871,0.0015391794,0.0052502833,0.0022716107,0.0011118740,0.0033986398,0.0018820139,0.0041014287,0.0048089690,0.0015904076,0.0003624645,0.0084464277,0.0046903675,0.0042425268,0.0055644886,0.0008635214,0.0055338912,0.0037722456,0.0206693737,0.0003119702,0.0049437158,0.0023895959,0.0026581616,0.0016796027,0.0021698820,0.0021808092,0.0025396725,0.0110794994,0.0036861470,0.0012325050,0.0024232210,0.0025519461,0.0002488782,0.0056480083,0.0039307291,0.0031492984,0.0058824289,0.0084470816,0.0050479892,0.0014144832,0.0089998345,0.0044457916,0.0040701422,0.0019406310,0.0017788939,0.0033648879,0.0016239571,0.0032139876,0.0010113111,0.0015516544,0.0052324644,0.0007854875,0.0044115548,0.0041237023,0.0024895486,0.0013404717,0.0023338727,0.0023262837,0.0043117604,0.0010441668,0.0040610779,0.0040382797,0.0025109313,0.0006993489,0.0043708261,0.0035701043,0.0056496052,0.0027558598,0.0017492978,0.0023562348,0.0025538802,0.0055030414,0.0028945250,0.0010328142,0.0002562806,0.0021931736,0.0023693362,0.0015579593,0.0095260913,0.0019990785,0.0021848394,0.0026504175,0.0002306635,0.0013823048,0.0035983072,0.0149080162,0.0025142446,0.0011441600,0.0039161842,0.0016324085,0.0025865010,0.0003206203,0.0036102792,0.0013029759,0.0027548340,0.0018487188,0.0067547080
Luvian,0.0016172385,0.0022586214,0.0011487605,0.0026534135,0.0020491229,0.0054798777,0.0027482714,0.0022495708,0.0018964123,0.0052147270,0.0036557310,0.0021732311,0.0087759464,0.0011877684,0.0071273659,0.0024249130,0.0018954344,0.0113156875,0.0019795298,0.0077853686,0.0041929600,0.0103748323,0.0009284745,0.0179450753,0.0094700058,0.0021035995,0.0034244596,0.0011984777,0.0008570828,0.0021931895,0.0023031971,0.0047751126,0.0112888781,0.0033904600,0.0015656517,0.0039107069,0.0055118878,0.0014039029,0.0070562052,0.0027364087,0.0123833770,0.0034926187,0.0079387044,0.0101303261,0.0003840194,0.0005433897,0.0024036375,0.0011826953,0.0035761446,0.0024924319,0.0022298016,0.0052182771,0.0023505805,0.0077907548,0.0058621151,0.0042203381,0.0017745345,0.0047968037,0.0039642723,0.0115682668,0.0025385463,0.0054823673,0.0044058628,0.0019529885,0.0039993469,0.0042567648,0.0113753473,0.0093144283,0.0017385566,0.0115372464,0.0030410225,0.0026095138,0.0076828985,0.0019407560,0.0024377557,0.0027979322,0.0002114570,0.0055626575,0.0017893879,0.0047871123,0.0048773546,0.0064763917,0.0026688240,0.0022473007,0.0027506581,0.0169194042,0.0120616109,0.0046729174,0.0073281970,0.0043589507,0.0197206014,0.0044954526,0.0027047472,0.0049404065,0.0028993375,0.0048488049,0.0043800713,0.0031741460,0.0043857339,0.0036683657,0.0024713566,0.0094992203,0.0003472915,0.0022050608,0.0005678672,0.0063927546,0.0081983529,0.0052886061,0.0078249494,0.0058178686,0.0100869258,0.0067130011,0.0003677004,0.0008464359,0.0065671277,0.0074502900,0.0026319500,0.0070052155,0.0022096526,0.0084094121,0.0027847726,0.0051656851,0.0002641866,0.0007457458,0.0022031375,0.0007691881,0.0010466517,0.0010514370,0.0017479579,0.0004255097,0.0066420969,0.0009732953,0.0080398331,0.0016905695,0.0035018041,0.0025074772,0.0019985207,0.0135528844,0.0043210522,0.0067589038,0.0062124595,0.0070651653,0.0085294266,0.0031987302,0.0005979011,0.0161054006,0.0010459937,0.0037159265,0.0024193401,0.0041029205,0.0007713434,0.0022563811,0.0022743260,0.0041388616,0.0037598040,0.0046550027,0.0066052897,0.0180314710,0.0050029422,0.0027793498,0.0064776579,0.0017467614,0.0023779707,0.0048088115,0.0044280461,0.0042719183,0.0010453257,0.0014949716,0.0082326267,0.0007380838,0.0033546929,0.0031077364,0.0076025270,0.0068724531,0.0061509733,0.0010144420,0.0141633141,0.0064480308,0.0026498161,0.0070569850,0.0036044008,0.0076488335,0.0094060369,0.0050459310,0.0031824951,0.0032317491,0.0032216144,0.0114399224,0.0092721458,0.0052866137,0.0034903750,0.0031789927,0.0013546364,0.0018316876,0.0022906993,0.0031745210,0.0000924163,0.0017824666,0.0101481747,0.0042015026
TocharianA,0.0004816319,0.0018071469,0.0019728367,0.0026222416,0.0009710974,0.0042051369,0.0008032046,0.0036400066,0.0010014756,0.0010746819,0.0014315475,0.0015442715,0.0005799494,0.0040669363,0.0001824804,0.0005836433,0.0019214670,0.0022789323,0.0020526334,0.0067302819,0.0044126375,0.0045302914,0.0007812825,0.0026702240,0.0005503072,0.0016048912,0.0027877815,0.0009461088,0.0007191380,0.0014188375,0.0006549924,0.0011880989,0.0043114464,0.0001564223,0.0008664977,0.0008662355,0.0031352191,0.0038809853,0.0026467720,0.0008796809,0.0039624132,0.0006320119,0.0010274033,0.0015134941,0.0081387146,0.0032806118,0.0018331568,0.0024998607,0.0014035645,0.0033850479,0.0013560409,0.0036525948,0.0033415782,0.0006945387,0.0009996650,0.0030396581,0.0039051342,0.0015707439,0.0009314130,0.0007340466,0.0004492717,0.0008827355,0.0061293903,0.0014162076,0.0027637552,0.0036548134,0.0058926213,0.0021265184,0.0004324585,0.0035841974,0.0035805355,0.0016595260,0.0019406873,0.0032650564,0.0016331074,0.0011234907,0.0005717904,0.0027786019,0.0010089356,0.0017029259,0.0050976597,0.0009906484,0.0013326918,0.0031498469,0.0013698416,0.0070914827,0.0017785380,0.0017248006,0.0028110529,0.0026639478,0.0039420799,0.0005735872,0.0004290885,0.0005444195,0.0022296088,0.0042772461,0.0023130313,0.0015481420,0.0054934979,0.0011636505,0.0007670319,0.0028053245,0.0008678029,0.0011505409,0.0014424193,0.0003575870,0.0013128287,0.0029523900,0.0082370672,0.0011387516,0.0051680662,0.0002027942,0.0004927730,0.0007788466,0.0018434129,0.0006303667,0.0008185439,0.0046375931,0.0020754549,0.0031087490,0.0056100092,0.0128987047,0.0003651291,0.0068147386,0.0009871553,0.0021940217,0.0019853032,0.0011299786,0.0035781237,0.0014101453,0.0039346451,0.0019543041,0.0041416287,0.0018339773,0.0026285309,0.0036400659,0.0045494267,0.0027694604,0.0016546855,0.0022024977,0.0026655700,0.0074813254,0.0025830021,0.0084258357,0.0005228929,0.0011095981,0.0008304473,0.0012690552,0.0009423331,0.0038877890,0.0000125769,0.0017879541,0.0009372891,0.0022064499,0.0031194175,0.0017687958,0.0039044578,0.0074259782,0.0013615329,0.0015591198,0.0005913871,0.0008781504,0.0017137279,0.0005513608,0.0027862303,0.0012247656,0.0004377009,0.0008789012,0.0027375993,0.0018446785,0.0027055795,0.0010412372,0.0005681018,0.0076313332,0.0038404953,0.0011338632,0.0072465602,0.0008529907,0.0004210645,0.0033674451,0.0005493033,0.0062537479,0.0033590389,0.0009596476,0.0013758792,0.0007306388,0.0026501608,0.0030627293,0.0084791879,0.0004502820,0.0035828096,0.0006811486,0.0022802248,0.0034184126,0.0007077425,0.0011027594,0.0002581465,0.0018617031,0.0043006981,0.0008766254
TocharianB,0.0013863529,0.0004506529,0.0010267979,0.0031762893,0.0036917785,0.0005451535,0.0003885115,0.0019817535,0.0011416440,0.0020145881,0.0004328798,0.0009315809,0.0022426674,0.0011297897,0.0026469514,0.0013931031,0.0007288280,0.0014524270,0.0006842885,0.0020662229,0.0010760245,0.0036256503,0.0004449665,0.0014591789,0.0044318713,0.0020008564,0.0005870336,0.0007271099,0.0004430240,0.0017982614,0.0006333096,0.0012421939,0.0013937105,0.0021792012,0.0031375270,0.0015652191,0.0017050641,0.0006511733,0.0018019075,0.0025361700,0.0003879139,0.0015465145,0.0010668842,0.0002621278,0.0085351194,0.0024852905,0.0012254034,0.0004333383,0.0018275551,0.0011136726,0.0032806262,0.0023621932,0.0028056811,0.0032779842,0.0001294076,0.0003650715,0.0006457431,0.0012577515,0.0022645229,0.0019223855,0.0001352481,0.0009956152,0.0007166957,0.0006202171,0.0014332103,0.0016554123,0.0009061076,0.0006665266,0.0000204128,0.0003434845,0.0014007828,0.0000526020,0.0006506973,0.0001598343,0.0007876730,0.0001541615,0.0008804225,0.0011831543,0.0018995369,0.0011786865,0.0017190074,0.0061584049,0.0005151805,0.0008698898,0.0006668275,0.0017334556,0.0008869274,0.0004046184,0.0028721645,0.0010706486,0.0030857611,0.0004405889,0.0002257691,0.0027394933,0.0027627899,0.0009425218,0.0027309715,0.0019378502,0.0009963595,0.0001096850,0.0012768241,0.0012750613,0.0004431788,0.0004392722,0.0012024191,0.0019803191,0.0029958709,0.0010166509,0.0001141705,0.0024903422,0.0055337297,0.0004169556,0.0027174088,0.0016092522,0.0058771919,0.0056234830,0.0002640907,0.0005056555,0.0014598841,0.0007983037,0.0024817443,0.0021257127,0.0006747740,0.0001818611,0.0035649172,0.0011451630,0.0010362230,0.0010715016,0.0037727989,0.0004262954,0.0017420670,0.0019522894,0.0011078945,0.0007942490,0.0012654806,0.0013086728,0.0038231192,0.0057645758,0.0018595500,0.0020656508,0.0017920583,0.0023157189,0.0008805451,0.0038434986,0.0030069582,0.0033808135,0.0001745668,0.0005250643,0.0017427120,0.0022944892,0.0004206594,0.0011591659,0.0004663786,0.0027492619,0.0010604361,0.0009846128,0.0005210216,0.0006513074,0.0016152738,0.0013584432,0.0004918565,0.0005938635,0.0040017039,0.0019280467,0.0003736114,0.0006659130,0.0003671318,0.0011015712,0.0007425671,0.0043331277,0.0006936693,0.0002183039,0.0027792246,0.0003813484,0.0010823002,0.0017913441,0.0028461520,0.0000715229,0.0001277359,0.0024256024,0.0009048245,0.0024306344,0.0010681011,0.0005401338,0.0016654202,0.0010885914,0.0020593787,0.0015225684,0.0029639138,0.0030803598,0.0032806431,0.0014465113,0.0012158421,0.0013990820,0.0023885520,0.0024840962,0.0005338535,0.0023461040,0.0034767897,0.0010334511
MycenaeanGreek,0.00016111611,0.00010144230,0.00052741219,0.00088298429,0.00089566080,0.00072151925,0.00127050647,0.00082714660,0.00160195249,0.00050419917,0.00039207615,0.00030784662,0.00374444517,0.00016991708,0.00013504551,0.00128423379,0.00114649531,0.00356076389,0.00070178532,0.00615486786,0.00038946103,0.00367158649,0.00068287357,0.00275834549,0.00093961777,0.00028841657,0.00235037056,0.00063138175,0.00063679964,0.00032236666,0.00032559757,0.00098433919,0.00087423744,0.00212726971,0.00116291333,0.00066448524,0.00031331173,0.00108537369,0.00101382589,0.00203720509,0.00028597807,0.00315081232,0.00221980482,0.00047987918,0.00109088618,0.00029639381,0.00074544668,0.00079590777,0.00076737339,0.00157259674,0.00015625052,0.00048146549,0.00022712624,0.00066666350,0.00000849388,0.00008133453,0.00098512191,0.00116293505,0.00041758686,0.00015511901,0.00013940425,0.00119169771,0.00078120931,0.00125098707,0.00299501775,0.00099532996,0.00056742432,0.00029394812,0.00142113773,0.00049556497,0.00437883349,0.00028957238,0.00325391968,0.00241052762,0.00057713877,0.00126880561,0.00022908934,0.00016016447,0.00001945089,0.00058881224,0.00251870896,0.00225538894,0.00044198989,0.00344984878,0.00073802896,0.00451949225,0.00110557354,0.00237183223,0.00181688660,0.00153780914,0.00503900886,0.00131186399,0.00225162006,0.00010835378,0.00057937509,0.00263623142,0.00076119265,0.00085258738,0.00072184049,0.00026517773,0.00107755454,0.00111776397,0.00034522948,0.00122937653,0.00048584648,0.00194945670,0.00247355829,0.00322492851,0.00049364305,0.00079890662,0.00022528357,0.00195393936,0.00096584663,0.00080728190,0.00187337772,0.00124405268,0.00080756108,0.00015511556,0.00133556407,0.00006860878,0.00085130461,0.00301271062,0.00027474599,0.00332038223,0.00016468899,0.00002100007,0.00006111771,0.00036971370,0.00166926928,0.00018526025,0.00050038591,0.00151553887,0.00000731686,0.00121881927,0.00160971663,0.00094068197,0.00050020602,0.00012416676,0.00074249014,0.00112305732,0.00109995209,0.00380965934,0.00343655275,0.00166584733,0.00235061248,0.00363277359,0.00013783930,0.00066324220,0.00040590769,0.00050439007,0.00119094884,0.00148662335,0.00044908791,0.00027554966,0.00150219471,0.00090986281,0.00505272276,0.00241255403,0.00107964181,0.00122414034,0.00029389874,0.00083569407,0.00122329050,0.00100187616,0.00169168567,0.00031657786,0.00071598173,0.00025572091,0.00249287978,0.00127681343,0.00127497956,0.00150568114,0.00186424686,0.00052703787,0.00187036519,0.00068527177,0.00035503005,0.00002829309,0.00054615936,0.00074174308,0.00027534122,0.00071204269,0.00098413733,0.00048417656,0.00169381210,0.00062832684,0.00065616527,0.00279331993,0.00226487368,0.00122838493,0.00037471964,0.00024938013,0.00036955383,0.00063777493,0.00074830143,0.00159928635,0.00036163311,0.00055478025,0.00498141282,0.00015308452
AncientGreek,0.0005165301,0.0007212097,0.0009381360,0.0004388623,0.0009319075,0.0004670219,0.0014712953,0.0012064534,0.0009578441,0.0004423071,0.0005549249,0.0022407869,0.0000841747,0.0018883415,0.0002470172,0.0006865403,0.0003016240,0.0016102042,0.0002425558,0.0010572038,0.0012433346,0.0014014674,0.0005166309,0.0025684625,0.0011741842,0.0005033243,0.0004779835,0.0002537115,0.0018917634,0.0009041125,0.0007546158,0.0031093059,0.0015196050,0.0001341171,0.0006388344,0.0001131120,0.0003820606,0.0001891956,0.0009652847,0.0002548697,0.0010606434,0.0010991242,0.0002328101,0.0005311337,0.0007169649,0.0003901306,0.0012354259,0.0012043437,0.0008665968,0.0005889411,0.0003085835,0.0011353116,0.0009730508,0.0004696124,0.0004783945,0.0006317990,0.0002908994,0.0013506217,0.0012974824,0.0017101685,0.0005167373,0.0011335312,0.0025117255,0.0002654375,0.0009668932,0.0011610293,0.0003597181,0.0010943315,0.0010242760,0.0002771858,0.0059419117,0.0005655613,0.0007526883,0.0011758277,0.0009650407,0.0008393404,0.0002109094,0.0002548709,0.0008178901,0.0005170138,0.0013694531,0.0002157450,0.0009232009,0.0003204757,0.0034202746,0.0009272848,0.0024459301,0.0007271774,0.0012913522,0.0003699096,0.0025004596,0.0010784518,0.0020984696,0.0014740053,0.0008574354,0.0001778076,0.0012387130,0.0005323810,0.0022686375,0.0006453947,0.0006725319,0.0015452120,0.0002675561,0.0011628418,0.0007379376,0.0057735251,0.0033610590,0.0014389876,0.0005983301,0.0018263596,0.0006289999,0.0003575016,0.0003425416,0.0004879867,0.0020273631,0.0023201094,0.0004456269,0.0002458687,0.0014370744,0.0005185829,0.0028893383,0.0048765329,0.0007769739,0.0012238406,0.0014951621,0.0011801917,0.0001676709,0.0014605684,0.0007480419,0.0004909588,0.0003553986,0.0002397561,0.0005919425,0.0000970158,0.0014030230,0.0003901661,0.0002715267,0.0025392520,0.0010029996,0.0011778785,0.0006473508,0.0018575164,0.0005306717,0.0005994263,0.0002381855,0.0010539207,0.0003660293,0.0013465181,0.0006672834,0.0011145742,0.0001839078,0.0021985411,0.0004110424,0.0012940638,0.0024363642,0.0003288660,0.0049128384,0.0000551217,0.0011383719,0.0010406715,0.0009431985,0.0001477995,0.0012589102,0.0009207749,0.0015448558,0.0014971115,0.0007127520,0.0010305509,0.0000436591,0.0008038503,0.0001639880,0.0006178989,0.0004098156,0.0014910227,0.0004943850,0.0015704471,0.0009367823,0.0002904927,0.0011153261,0.0007961725,0.0007648307,0.0010215624,0.0004079981,0.0013110540,0.0003344458,0.0004842545,0.0002814054,0.0017236400,0.0021641968,0.0004836182,0.0002835103,0.0017145760,0.0002772012,0.0003390129,0.0010022430,0.0006686789,0.0004613958,0.0007894380,0.0010120028,0.0010731749
NTGreek,0.0008296427,0.0002030944,0.0019415686,0.0006039742,0.0001432088,0.0015314082,0.0004760921,0.0016471150,0.0005045716,0.0003778552,0.0007111761,0.0010211011,0.0004224105,0.0020317085,0.0027010742,0.0005769563,0.0041869319,0.0005004025,0.0026278030,0.0011853217,0.0005025449,0.0069147141,0.0006783745,0.0070820418,0.0005891698,0.0004222597,0.0011404763,0.0005841633,0.0011088059,0.0002886171,0.0026789019,0.0018124800,0.0006151033,0.0005553080,0.0008383810,0.0009375724,0.0012248163,0.0012700830,0.0016972117,0.0008706964,0.0008147024,0.0001348286,0.0003851932,0.0026959024,0.0020028995,0.0009246101,0.0013804863,0.0010217567,0.0002674152,0.0003104262,0.0009945440,0.0005750202,0.0020877292,0.0005907434,0.0005899290,0.0012553190,0.0029850288,0.0015010191,0.0005336806,0.0004977036,0.0001511467,0.0016008419,0.0004632589,0.0008038312,0.0036824474,0.0008233565,0.0008894994,0.0002291584,0.0007011024,0.0031544046,0.0014266893,0.0015777130,0.0020929627,0.0010417471,0.0003763508,0.0005902765,0.0012456400,0.0003499812,0.0001034724,0.0010826096,0.0009235902,0.0043432640,0.0016054754,0.0000666683,0.0011751321,0.0013944708,0.0009410931,0.0009722721,0.0020779605,0.0028305140,0.0000673987,0.0010743423,0.0007690683,0.0002767980,0.0006674792,0.0012341617,0.0022295747,0.0011196096,0.0001455270,0.0008992749,0.0001807977,0.0021711031,0.0003124959,0.0009943344,0.0004090466,0.0017724916,0.0047321021,0.0008261851,0.0015221351,0.0019256283,0.0006227273,0.0001597205,0.0005368600,0.0005947405,0.0004893559,0.0020951734,0.0002290395,0.0002585129,0.0002241197,0.0017977475,0.0009069524,0.0030410191,0.0014861882,0.0002912503,0.0008305637,0.0000428184,0.0005663236,0.0006208590,0.0014014681,0.0009028419,0.0022238707,0.0021327360,0.0010757209,0.0014854255,0.0013121643,0.0029641442,0.0006466298,0.0019888046,0.0004084045,0.0018415226,0.0013553896,0.0006780919,0.0001425779,0.0008926457,0.0002292942,0.0006986656,0.0003710234,0.0017240815,0.0008897040,0.0012384746,0.0016993541,0.0001904632,0.0001114776,0.0009840618,0.0006499822,0.0015220547,0.0015941534,0.0005936323,0.0005329027,0.0002116582,0.0005191396,0.0010950962,0.0001720247,0.0014078731,0.0005569187,0.0002279190,0.0003577574,0.0002757005,0.0011710409,0.0014138758,0.0017816578,0.0003557386,0.0028384729,0.0012369635,0.0005461242,0.0010572707,0.0004027338,0.0008888322,0.0018987630,0.0013501457,0.0003721050,0.0000620809,0.0006664738,0.0007789652,0.0011263033,0.0010265481,0.0003438046,0.0019668589,0.0016221201,0.0025832193,0.0018082174,0.0004467306,0.0022598842,0.0000398686,0.0016232131,0.0012347482,0.0017836627,0.0010631569,0.0002814547,0.0014069692
Greek,0.0000254909,0.0003675058,0.0007464296,0.0004932814,0.0008777996,0.0007461014,0.0002933546,0.0007227485,0.0002951386,0.0007288876,0.0007747306,0.0004824666,0.0003423881,0.0013325576,0.0020395859,0.0006526668,0.0009812511,0.0011597805,0.0029641111,0.0007491723,0.0004022580,0.0010268653,0.0002827323,0.0043277124,0.0020417358,0.0004730807,0.0013531033,0.0005465611,0.0009543764,0.0003576666,0.0007822267,0.0004875721,0.0005457996,0.0006150132,0.0002362224,0.0005906739,0.0007317187,0.0004031316,0.0003413559,0.0022816823,0.0011644140,0.0010915507,0.0013566565,0.0011919228,0.0008030897,0.0004907298,0.0002002440,0.0001681697,0.0004915513,0.0001116725,0.0003087369,0.0003805575,0.0016718780,0.0002526284,0.0014694852,0.0012175210,0.0002553309,0.0004186486,0.0006098399,0.0015377196,0.0012908388,0.0008366579,0.0008380223,0.0011140991,0.0003965800,0.0008191340,0.0030851166,0.0004679828,0.0005931704,0.0008190659,0.0030251789,0.0008278215,0.0011305496,0.0005977759,0.0000786712,0.0011905894,0.0003341337,0.0007954877,0.0006347589,0.0007097721,0.0008717273,0.0026900717,0.0008104467,0.0001564648,0.0008353572,0.0016919194,0.0004733457,0.0003819926,0.0004631027,0.0020751232,0.0011705309,0.0002432210,0.0003832510,0.0004190821,0.0006822394,0.0000554261,0.0004798245,0.0013034681,0.0011883789,0.0003705388,0.0006619159,0.0022670388,0.0002146711,0.0004440525,0.0002151493,0.0010436541,0.0004495819,0.0011658213,0.0003221107,0.0006874656,0.0007961803,0.0007189162,0.0008702546,0.0012456961,0.0002212093,0.0014068721,0.0007572197,0.0007405579,0.0014563801,0.0001493165,0.0014568369,0.0013014383,0.0004573777,0.0000182930,0.0002845700,0.0005507012,0.0001788373,0.0008907686,0.0018863289,0.0002640881,0.0014747819,0.0011635827,0.0015168819,0.0002601952,0.0006880679,0.0023146591,0.0001331346,0.0014970930,0.0003761720,0.0005013748,0.0018312206,0.0023312198,0.0002006444,0.0022822788,0.0005698056,0.0014851414,0.0002268916,0.0007347593,0.0002218407,0.0014000114,0.0011979464,0.0020833270,0.0004542768,0.0020765518,0.0003714648,0.0005531766,0.0000613711,0.0005663228,0.0013692100,0.0004000403,0.0007174657,0.0010896292,0.0002377021,0.0002531578,0.0003796511,0.0001257305,0.0002520829,0.0003881809,0.0006871344,0.0009535908,0.0004307334,0.0007126326,0.0000473678,0.0003089196,0.0006094139,0.0011996065,0.0008842332,0.0001131930,0.0000122328,0.0003144534,0.0001421043,0.0005287825,0.0002947487,0.0018103967,0.0014014684,0.0002572310,0.0011015850,0.0010862664,0.0017470763,0.0005844221,0.0015046652,0.0010788361,0.0027031782,0.0005340878,0.0005422830,0.0009856767,0.0009256885,0.0017786005,0.0004430918,0.0019185208
